PP04_insolHuybersIntegrated_r_3_Multi_Run

Multi Run Parameters

Initial Conditions:
V: 0.000000, A: 0.000000, C: 0.800000

rbegin: 0.250000
rend: 0.750000
rsteps: 0.005000
refine: 0.010000

tstart: 0.000000
tfinal: 1000.000000

%%%%%%%%%%%%%%%%%%%%%%%%%%%%

 0.25 112.5
 0.255 104.667
 0.26 104.667
 0.265 104.667
 0.27 104.667
 0.275 104.667
 0.28 104.667
 0.285 95.3333
 0.29 95.2222
 0.295 104.667
 0.3 94.3
 0.305 94.3
 0.31 100.111
 0.315 100.111
 0.32 100.111
 0.325 94.3
 0.33 94.3
 0.335 94.3
 0.34 94.4
 0.345 86.0909
 0.35 94.4
 0.355 94.4
 0.36 94.4
 0.365 91.1
 0.37 91
 0.375 91.1
 0.38 86.2727
 0.385 86.3636
 0.39 91
 0.395 91
 0.4 78.9167
 0.405 91
 0.41 86.3636
 0.415 82.3636
 0.42 82.4545
 0.425 82.2727
 0.43 82.3636
 0.435 82.3636
 0.44 82.3636
 0.445 82.3636
 0.45 82.3636
 0.455 82.3636
 0.46 82.3636
 0.465 82.3636
 0.47 82.3636
 0.475 82.3636
 0.48 82.3636
 0.485 82.3636
 0.49 82.3636
 0.495 82.3636
 0.5 82.3636
 0.505 82.4545
 0.51 82.3636
 0.515 82.3636
 0.52 82.3636
 0.525 82.3636
 0.53 82.3636
 0.535 82.3636
 0.54 82.3636
 0.545 82.2727
 0.55 82.3636
 0.555 82.3636
 0.56 82.2727
 0.565 82.2727
 0.57 82.2727
 0.575 82.2727
 0.58 82.2727
 0.585 82.3636
 0.59 82.2727
 0.595 82.2727
 0.6 82.3636
 0.605 82.3636
 0.61 82.3636
 0.615 82.2727
 0.62 82.3636
 0.625 82.3636
 0.63 82.3636
 0.635 82.3636
 0.64 82.1818
 0.645 82.3636
 0.65 82.3636
 0.655 82.2727
 0.66 82.2727
 0.665 82.2727
 0.67 82.3636
 0.675 75.4167
 0.68 78.5455
 0.685 82.2727
 0.69 78.4545
 0.695 78.4545
 0.7 78.5455
 0.705 78.3636
 0.71 78.4545
 0.715 78.4545
 0.72 75.6667
 0.725 75.6667
 0.73 75.6667
 0.735 75.6667
 0.74 75.6667
 0.745 75.5833
 0.75 75.6667
