PP04_insolHuybersIntegrated_r_4_Multi_Run

Multi Run Parameters

Initial Conditions:
V: 0.000000, A: 0.000000, C: 0.800000

rbegin: 0.250000
rend: 0.750000
rsteps: 0.005000
refine: 0.010000

tstart: 0.000000
tfinal: 1000.000000

%%%%%%%%%%%%%%%%%%%%%%%%%%%%

 0.25 123.143
 0.255 123.286
 0.26 123.143
 0.265 123.143
 0.27 123.143
 0.275 123.143
 0.28 123.286
 0.285 123.286
 0.29 123.286
 0.295 123.286
 0.3 123.286
 0.305 123.143
 0.31 123
 0.315 122.857
 0.32 123
 0.325 117.875
 0.33 105.222
 0.335 117.625
 0.34 104.889
 0.345 117.875
 0.35 104.778
 0.355 105.111
 0.36 105.111
 0.365 104.778
 0.37 105
 0.375 105.444
 0.38 104.778
 0.385 105.333
 0.39 94.9
 0.395 105.444
 0.4 95.6667
 0.405 94.7
 0.41 90.7
 0.415 94.7
 0.42 101.333
 0.425 94.7
 0.43 107.625
 0.435 94.7
 0.44 90.7
 0.445 90.8
 0.45 89.9091
 0.455 89.8182
 0.46 89.7273
 0.465 90.3
 0.47 90.6
 0.475 89.8182
 0.48 89.6364
 0.485 90.2
 0.49 90.2
 0.495 90.2
 0.5 90.2
 0.505 90.7
 0.51 90.8
 0.515 90.2
 0.52 89.6364
 0.525 90.3
 0.53 94.7
 0.535 90.2
 0.54 90.2
 0.545 89.6364
 0.55 82.0833
 0.555 94.7
 0.56 90.3
 0.565 90.3
 0.57 78.5833
 0.575 90.3
 0.58 90.4
 0.585 89.7273
 0.59 86.0909
 0.595 90.6
 0.6 86.0909
 0.605 78.5833
 0.61 90.4
 0.615 82.1667
 0.62 86.1818
 0.625 86.1818
 0.63 86.1818
 0.635 86.1818
 0.64 86.0909
 0.645 86.1818
 0.65 86.1818
 0.655 86.0909
 0.66 86.0909
 0.665 86.0909
 0.67 86.1818
 0.675 86.0909
 0.68 78.9167
 0.685 86.1818
 0.69 86.1818
 0.695 86.0909
 0.7 86
 0.705 86.0909
 0.71 78.9167
 0.715 86.0909
 0.72 78.9167
 0.725 78.9167
 0.73 75.4167
 0.735 75.3333
 0.74 75.3333
 0.745 75.4167
 0.75 75.3333
