PP04_insolHuybersIntegrated_r_1_Multi_Run

Multi Run Parameters

Initial Conditions:
V: 0.000000, A: 0.000000, C: 0.800000

rbegin: 0.250000
rend: 0.750000
rsteps: 0.005000
refine: 0.010000

tstart: 0.000000
tfinal: 500.000000

%%%%%%%%%%%%%%%%%%%%%%%%%%%%

 0.25 121.333
 0.255 121.667
 0.26 121.333
 0.265 121.333
 0.27 121.333
 0.275 121.333
 0.28 121.333
 0.285 121.667
 0.29 121.667
 0.295 121.667
 0.3 121.667
 0.305 121.333
 0.31 121.333
 0.315 122
 0.32 122
 0.325 123
 0.33 93.25
 0.335 122
 0.34 92.5
 0.345 122.333
 0.35 92.25
 0.355 92.5
 0.36 92.75
 0.365 92.25
 0.37 92.5
 0.375 93.75
 0.38 92.25
 0.385 93.75
 0.39 93.75
 0.395 93.75
 0.4 90.75
 0.405 93.5
 0.41 81.6
 0.415 93.75
 0.42 93.75
 0.425 93.5
 0.43 93.25
 0.435 93.25
 0.44 81.6
 0.445 81.8
 0.45 83
 0.455 83
 0.46 82.8
 0.465 82.8
 0.47 81.6
 0.475 82.8
 0.48 82.6
 0.485 82.6
 0.49 82.6
 0.495 82.6
 0.5 82.6
 0.505 81.6
 0.51 81.8
 0.515 82.8
 0.52 82.8
 0.525 82.6
 0.53 82.6
 0.535 82.8
 0.54 82.6
 0.545 82.6
 0.55 81
 0.555 82.6
 0.56 82.6
 0.565 82.6
 0.57 71.8
 0.575 82.6
 0.58 81.8
 0.585 82.4
 0.59 79.5
 0.595 81.8
 0.6 79.3333
 0.605 81
 0.61 81.8
 0.615 80.8
 0.62 79.5
 0.625 79.6667
 0.63 79.3333
 0.635 79.6667
 0.64 79.5
 0.645 79.5
 0.65 79.8333
 0.655 79.8333
 0.66 80
 0.665 79.6667
 0.67 79.8333
 0.675 80
 0.68 80.6667
 0.685 79.8333
 0.69 80.3333
 0.695 80.1667
 0.7 80.3333
 0.705 80
 0.71 81
 0.715 80.1667
 0.72 81
 0.725 80.8333
 0.73 74
 0.735 74
 0.74 74
 0.745 74
 0.75 73.8333
