Untuned age model for the LR04  stack

    age in kyr,    benthic d18O
  8.6028334e+002  2.8247943e+000
  8.6244256e+002  2.7836006e+000
  8.6444463e+002  2.8112033e+000
  8.6644670e+002  3.0438698e+000
  8.6844877e+002  2.9367510e+000
  8.7045084e+002  3.4151031e+000
  8.7245291e+002  3.6750020e+000
  8.7445498e+002  3.8650515e+000
  8.7645705e+002  4.0302068e+000
  8.7845912e+002  4.0419558e+000
  8.8046120e+002  4.0547187e+000
  8.8246327e+002  3.9502328e+000
  8.8446534e+002  4.0386441e+000
  8.8646741e+002  3.7801330e+000
  8.8846948e+002  3.8301569e+000
  8.9035750e+002  3.8325050e+000
  8.9224553e+002  3.8098731e+000
  8.9413355e+002  3.7525419e+000
  8.9602157e+002  3.6805617e+000
  8.9790960e+002  3.7696921e+000
  8.9979762e+002  3.7568257e+000
  9.0168564e+002  3.6924172e+000
  9.0357367e+002  3.6536987e+000
  9.0546169e+002  3.5340780e+000
  9.0734971e+002  3.5005388e+000
  9.0923774e+002  3.4784094e+000
  9.1112576e+002  3.3467724e+000
  9.1301378e+002  3.3466943e+000
  9.1516153e+002  3.4466664e+000
  9.1730928e+002  3.3912113e+000
  9.1945702e+002  3.4243314e+000
  9.2160477e+002  3.7337650e+000
  9.2375251e+002  3.8697524e+000
  9.2590026e+002  3.9110454e+000
  9.2804801e+002  3.7877084e+000
  9.3019575e+002  3.7382337e+000
  9.3234350e+002  3.6238392e+000
  9.3449125e+002  3.4591982e+000
  9.3663899e+002  3.4340876e+000
  9.3878674e+002  3.3424743e+000
  9.4093448e+002  3.3760300e+000
  9.4305563e+002  3.2185894e+000
  9.4517677e+002  3.2455636e+000
  9.4729791e+002  3.0495668e+000
  9.4941905e+002  2.9261271e+000
  9.5154019e+002  2.9901584e+000
  9.5366133e+002  2.8447885e+000
  9.5578247e+002  2.7988289e+000
  9.5790361e+002  2.6580285e+000
  9.6002475e+002  2.7534857e+000
  9.6214590e+002  2.6866620e+000
  9.6426704e+002  3.0937985e+000
  9.6638818e+002  3.5156642e+000
  9.6850932e+002  3.7832439e+000
  9.7047006e+002  3.9437464e+000
  9.7243080e+002  3.6627926e+000
  9.7439154e+002  3.5675631e+000
  9.7635228e+002  3.4539578e+000
  9.7831302e+002  3.3442858e+000
  9.8027376e+002  3.2318313e+000
  9.8223451e+002  3.1326376e+000
  9.8419525e+002  3.0809500e+000
  9.8615599e+002  3.1238568e+000
  9.8811673e+002  3.3522402e+000
  9.9007747e+002  3.5063592e+000
  9.9203821e+002  3.6010156e+000
  9.9399895e+002  3.5667669e+000
  9.9587880e+002  3.4652463e+000
  9.9775864e+002  3.4187973e+000
  9.9963849e+002  3.2986516e+000
  1.0015183e+003  3.1953560e+000
  1.0033982e+003  3.1982136e+000
  1.0052780e+003  3.2950013e+000
  1.0071579e+003  3.5052667e+000
  1.0090377e+003  3.6436575e+000
  1.0109176e+003  3.5767491e+000
  1.0127974e+003  3.5791829e+000
  1.0146773e+003  3.4787991e+000
  1.0165571e+003  3.4939034e+000
  1.0184370e+003  3.3500215e+000
  1.0202626e+003  3.0851900e+000
  1.0220882e+003  3.1434629e+000
  1.0239138e+003  3.1917488e+000
  1.0257394e+003  2.9262004e+000
  1.0275650e+003  3.0015498e+000
  1.0293906e+003  3.2318635e+000
  1.0312163e+003  3.1991140e+000
  1.0330419e+003  3.3078103e+000
  1.0348675e+003  3.4377995e+000
  1.0366931e+003  3.7153959e+000
  1.0385187e+003  3.6926922e+000
  1.0403443e+003  3.9014014e+000
  1.0421699e+003  3.6867055e+000
  1.0442677e+003  3.5910560e+000
  1.0463655e+003  3.7370546e+000
  1.0484633e+003  3.5809426e+000
  1.0505611e+003  3.6497794e+000
  1.0526589e+003  3.5426674e+000
  1.0547567e+003  3.6324781e+000
  1.0568545e+003  3.6074775e+000
  1.0589522e+003  3.4762553e+000
  1.0610500e+003  3.5882657e+000
  1.0631478e+003  3.4436902e+000
  1.0652456e+003  3.2996932e+000
  1.0673434e+003  3.0247825e+000
  1.0694412e+003  2.8380861e+000
  1.0711052e+003  2.6869000e+000
  1.0727692e+003  2.7027836e+000
  1.0744332e+003  2.5659532e+000
  1.0760972e+003  2.7792980e+000
  1.0777612e+003  2.8446407e+000
  1.0794252e+003  2.9016196e+000
  1.0810892e+003  2.9689590e+000
  1.0827532e+003  3.1686304e+000
  1.0844173e+003  3.0611217e+000
  1.0860813e+003  3.2510137e+000
  1.0877453e+003  3.2685604e+000
  1.0894093e+003  3.3079304e+000
  1.0910733e+003  3.3677977e+000
  1.0929252e+003  3.3569818e+000
  1.0947771e+003  3.3858778e+000
  1.0966290e+003  3.6531949e+000
  1.0984810e+003  3.4422399e+000
  1.1003329e+003  3.3864898e+000
  1.1021848e+003  3.2880695e+000
  1.1040367e+003  3.1893499e+000
  1.1058886e+003  3.0276891e+000
  1.1077406e+003  3.2082483e+000
  1.1095925e+003  3.1998773e+000
  1.1114444e+003  3.4821174e+000
  1.1132963e+003  3.5019370e+000
  1.1151482e+003  3.5565751e+000
  1.1172164e+003  3.4476466e+000
  1.1192845e+003  3.8334854e+000
  1.1213527e+003  3.7045838e+000
  1.1234208e+003  3.8646154e+000
  1.1254890e+003  3.7376697e+000
  1.1275571e+003  3.6799660e+000
  1.1296253e+003  3.4113292e+000
  1.1316934e+003  3.5844932e+000
  1.1337616e+003  3.5987320e+000
  1.1358297e+003  3.3834147e+000
  1.1378978e+003  3.3808559e+000
  1.1399660e+003  3.3293158e+000
  1.1420341e+003  3.3525396e+000
  1.1439984e+003  3.2235167e+000
  1.1459627e+003  3.3750415e+000
  1.1479269e+003  3.1753005e+000
  1.1498912e+003  3.1121461e+000
  1.1518554e+003  3.1231121e+000
  1.1538197e+003  3.1452431e+000
  1.1557839e+003  3.0418135e+000
  1.1577482e+003  2.9562852e+000
  1.1597124e+003  2.9610381e+000
  1.1616767e+003  3.0203489e+000
  1.1636410e+003  2.8887247e+000
  1.1656052e+003  2.9237680e+000
  1.1675695e+003  2.9604871e+000
  1.1694384e+003  3.0926948e+000
  1.1713073e+003  3.1245369e+000
  1.1731763e+003  3.1021696e+000
  1.1750452e+003  3.1563559e+000
  1.1769142e+003  2.9610787e+000
  1.1787831e+003  3.1973860e+000
  1.1806520e+003  3.0141913e+000
  1.1825210e+003  3.1272857e+000
  1.1843899e+003  3.0335262e+000
  1.1862588e+003  3.4072879e+000
  1.1881278e+003  3.5008690e+000
  1.1899967e+003  3.6338702e+000
  1.1918657e+003  3.6418245e+000
  1.1941173e+003  3.7910055e+000
  1.1963689e+003  3.7751664e+000
  1.1986205e+003  3.5619602e+000
  1.2008721e+003  3.6986214e+000
  1.2031237e+003  3.5183015e+000
  1.2053753e+003  3.6811116e+000
  1.2076269e+003  3.5630837e+000
  1.2098785e+003  3.4421374e+000
  1.2121301e+003  3.4600855e+000
  1.2143817e+003  3.1815762e+000
  1.2166333e+003  3.0931584e+000
  1.2188850e+003  3.3327630e+000
  1.2211366e+003  3.3027052e+000
  1.2230894e+003  3.0989497e+000
  1.2250423e+003  2.9877200e+000
  1.2269951e+003  2.9088456e+000
  1.2289480e+003  2.7846632e+000
  1.2309008e+003  2.7681690e+000
  1.2328536e+003  2.6988603e+000
  1.2348065e+003  2.7435299e+000
  1.2367593e+003  2.7137206e+000
  1.2387122e+003  2.6931496e+000
  1.2406650e+003  2.8268286e+000
  1.2426179e+003  3.2113874e+000
  1.2445707e+003  3.4641401e+000
  1.2465236e+003  3.7161019e+000
  1.2483994e+003  3.6729191e+000
  1.2502751e+003  3.6087738e+000
  1.2521509e+003  3.6304370e+000
  1.2540267e+003  3.4670139e+000
  1.2559024e+003  3.2633941e+000
  1.2577782e+003  3.2297164e+000
  1.2596540e+003  3.4265516e+000
  1.2615297e+003  3.3211451e+000
  1.2634055e+003  3.2668367e+000
  1.2652813e+003  3.2667347e+000
  1.2671571e+003  3.2030172e+000
  1.2690328e+003  3.1719238e+000
  1.2709086e+003  3.2003701e+000
  1.2730386e+003  3.0709045e+000
  1.2751686e+003  3.0300908e+000
  1.2772986e+003  2.9202191e+000
  1.2794285e+003  3.0111555e+000
  1.2815585e+003  3.2001656e+000
  1.2836885e+003  3.3308532e+000
  1.2858185e+003  3.6210604e+000
  1.2879485e+003  3.7132727e+000
  1.2900785e+003  3.5028003e+000
  1.2922085e+003  3.2979516e+000
  1.2943385e+003  3.5646199e+000
  1.2964684e+003  3.5055178e+000
  1.2985984e+003  3.4320954e+000
  1.3006411e+003  3.4155329e+000
  1.3026838e+003  3.3271554e+000
  1.3047264e+003  3.2550411e+000
  1.3067691e+003  3.1608949e+000
  1.3088118e+003  3.0095184e+000
  1.3108544e+003  3.0501437e+000
  1.3128971e+003  3.0678043e+000
  1.3149398e+003  2.9508512e+000
  1.3169824e+003  3.0907863e+000
  1.3190251e+003  3.3059635e+000
  1.3210678e+003  3.2990022e+000
  1.3231104e+003  3.3518740e+000
  1.3251531e+003  3.3581551e+000
  1.3275153e+003  3.4528147e+000
  1.3298776e+003  3.4194550e+000
  1.3322398e+003  3.3843518e+000
  1.3346021e+003  3.5466934e+000
  1.3369643e+003  3.5532093e+000
  1.3393266e+003  3.4578467e+000
  1.3416888e+003  3.5509210e+000
  1.3440511e+003  3.4252346e+000
  1.3464133e+003  3.2426591e+000
  1.3487756e+003  3.2165665e+000
  1.3511378e+003  3.0324284e+000
  1.3535001e+003  2.9460987e+000
  1.3558623e+003  2.8455642e+000
  1.3580694e+003  2.7719814e+000
  1.3602764e+003  2.8598604e+000
  1.3624834e+003  2.9111114e+000
  1.3646905e+003  2.9883629e+000
  1.3668975e+003  3.1570586e+000
  1.3691046e+003  3.3443160e+000
  1.3713116e+003  3.3478096e+000
  1.3735186e+003  3.5631782e+000
  1.3757257e+003  3.3999003e+000
  1.3779327e+003  3.6205173e+000
  1.3801398e+003  3.5657405e+000
  1.3823468e+003  3.4417722e+000
  1.3845538e+003  3.5573312e+000
  1.3862451e+003  3.4135557e+000
  1.3879363e+003  3.3249719e+000
  1.3896276e+003  3.1829242e+000
  1.3913188e+003  3.0821963e+000
  1.3930100e+003  2.9697320e+000
  1.3947013e+003  3.0915406e+000
  1.3963925e+003  2.9484228e+000
  1.3980837e+003  3.0614121e+000
  1.3997750e+003  2.9023920e+000
  1.4014662e+003  2.8545019e+000
  1.4031574e+003  2.9164129e+000
  1.4048487e+003  2.9883819e+000
  1.4065399e+003  3.0987716e+000
  1.4082345e+003  3.3310766e+000
  1.4099291e+003  3.3347011e+000
  1.4116237e+003  3.5644947e+000
  1.4133183e+003  3.7643327e+000
  1.4150129e+003  3.5765864e+000
  1.4167075e+003  3.3150466e+000
  1.4184022e+003  3.2019869e+000
  1.4200968e+003  3.3243717e+000
  1.4217914e+003  3.1894212e+000
  1.4234860e+003  3.0838203e+000
  1.4251806e+003  3.0786658e+000
  1.4268752e+003  2.9660057e+000
  1.4285698e+003  2.8795409e+000
  1.4307773e+003  2.7388060e+000
  1.4329848e+003  2.7413657e+000
  1.4351923e+003  2.5975435e+000
  1.4373998e+003  2.6022156e+000
  1.4396073e+003  2.6411386e+000
  1.4418149e+003  2.7015301e+000
  1.4440224e+003  2.6904988e+000
  1.4462299e+003  2.7184786e+000
  1.4484374e+003  2.7142143e+000
  1.4506449e+003  2.8536834e+000
  1.4528524e+003  3.1586838e+000
  1.4550599e+003  3.5578627e+000
  1.4572674e+003  3.6709320e+000
  1.4594667e+003  3.5981195e+000
  1.4616660e+003  3.4594115e+000
  1.4638653e+003  3.4312525e+000
  1.4660646e+003  3.5780134e+000
  1.4682638e+003  3.3548607e+000
  1.4704631e+003  3.2250120e+000
  1.4726624e+003  2.9757354e+000
  1.4748617e+003  2.8066227e+000
  1.4770609e+003  2.7399604e+000
  1.4792602e+003  2.6701318e+000
  1.4814595e+003  2.7822310e+000
  1.4836588e+003  2.7516408e+000
  1.4858580e+003  2.8000078e+000
  1.4877957e+003  2.9269108e+000
  1.4897334e+003  2.7840489e+000
  1.4916710e+003  2.7815543e+000
  1.4936087e+003  2.8677614e+000
  1.4955464e+003  3.1306442e+000
  1.4974840e+003  3.4069918e+000
  1.4994217e+003  3.7212191e+000
  1.5013594e+003  3.5989616e+000
  1.5032970e+003  3.5735752e+000
  1.5057191e+003  3.6524291e+000
  1.5081412e+003  3.5152780e+000
  1.5105633e+003  3.5083811e+000
  1.5128577e+003  3.3803270e+000
  1.5151202e+003  3.1005462e+000
  1.5173828e+003  3.0542805e+000
  1.5196453e+003  3.1464115e+000
  1.5219078e+003  3.0048380e+000
  1.5241703e+003  3.0279882e+000
  1.5264328e+003  3.0583336e+000
  1.5286954e+003  3.2530265e+000
  1.5309579e+003  3.3199095e+000
  1.5332204e+003  3.5599056e+000
  1.5355944e+003  3.7684185e+000
  1.5381356e+003  3.7122520e+000
  1.5406768e+003  3.7429612e+000
  1.5432180e+003  3.6582874e+000
  1.5457592e+003  3.4338262e+000
  1.5483004e+003  3.3264592e+000
  1.5508416e+003  3.1825951e+000
  1.5533828e+003  3.0388490e+000
  1.5559240e+003  3.0823891e+000
  1.5584652e+003  3.1483993e+000
  1.5610064e+003  3.1160789e+000
  1.5633873e+003  2.9373932e+000
  1.5657683e+003  2.9233997e+000
  1.5681493e+003  3.0914879e+000
  1.5705303e+003  3.2066743e+000
  1.5729113e+003  3.5342273e+000
  1.5752923e+003  3.5971635e+000
  1.5776733e+003  3.5430541e+000
  1.5800543e+003  3.3547299e+000
  1.5824353e+003  3.3544906e+000
  1.5848163e+003  3.1578774e+000
  1.5871056e+003  3.0218519e+000
  1.5893339e+003  3.0819438e+000
  1.5915622e+003  3.2183026e+000
  1.5937904e+003  3.0695266e+000
  1.5960187e+003  2.9673998e+000
  1.5982469e+003  2.8862709e+000
  1.6004752e+003  2.7323430e+000
  1.6027035e+003  2.9082112e+000
  1.6049317e+003  3.0204096e+000
  1.6071600e+003  3.0213600e+000
  1.6094342e+003  3.2445581e+000
  1.6118921e+003  3.1976732e+000
  1.6143499e+003  3.2613491e+000
  1.6168078e+003  3.0139119e+000
  1.6192657e+003  3.0418261e+000
  1.6217236e+003  3.1196077e+000
  1.6241815e+003  3.3745599e+000
  1.6266394e+003  2.9113530e+000
  1.6290972e+003  2.9309218e+000
  1.6315551e+003  2.9175523e+000
  1.6340130e+003  2.9598646e+000
  1.6364612e+003  3.0362474e+000
  1.6389069e+003  3.2405549e+000
  1.6413527e+003  3.4134384e+000
  1.6437984e+003  3.5279355e+000
  1.6462441e+003  3.5401934e+000
  1.6486899e+003  3.6111574e+000
  1.6511356e+003  3.6445615e+000
  1.6535814e+003  3.4734680e+000
  1.6560271e+003  3.4933701e+000
  1.6584729e+003  3.4393383e+000
  1.6609938e+003  3.4884242e+000
  1.6636274e+003  3.2691995e+000
  1.6662611e+003  3.2391071e+000
  1.6688948e+003  3.2235538e+000
  1.6715284e+003  2.9149499e+000
  1.6741621e+003  3.0840303e+000
  1.6767958e+003  3.0125311e+000
  1.6794295e+003  2.9315602e+000
  1.6820631e+003  2.9479532e+000
  1.6846968e+003  3.0995142e+000
  1.6873305e+003  3.0762228e+000
  1.6898646e+003  3.1104650e+000
  1.6923988e+003  3.1838860e+000
  1.6949330e+003  3.1347476e+000
  1.6974672e+003  3.4457776e+000
  1.7000014e+003  3.5112453e+000
  1.7025356e+003  3.4844198e+000
  1.7050697e+003  3.5284953e+000
  1.7076039e+003  3.2914556e+000
  1.7101381e+003  3.2175722e+000
  1.7126723e+003  3.1925902e+000
  1.7153017e+003  2.9330285e+000
  1.7179947e+003  2.8825249e+000
  1.7206877e+003  3.0793677e+000
  1.7233806e+003  3.1510846e+000
  1.7260736e+003  3.1567370e+000
  1.7287666e+003  3.1032577e+000
  1.7314595e+003  3.2163519e+000
  1.7341525e+003  2.9574870e+000
  1.7368454e+003  2.9599123e+000
  1.7395384e+003  3.0691395e+000
  1.7421656e+003  3.0516548e+000
  1.7445296e+003  3.4889679e+000
  1.7468936e+003  3.5673377e+000
  1.7492576e+003  3.5246488e+000
  1.7516216e+003  3.2057135e+000
  1.7539857e+003  3.1001270e+000
  1.7563497e+003  3.1876782e+000
  1.7587137e+003  2.8858484e+000
  1.7610777e+003  2.9885466e+000
  1.7634417e+003  2.8509049e+000
  1.7658057e+003  2.8760850e+000
  1.7678830e+003  2.8444731e+000
  1.7698885e+003  2.7437247e+000
  1.7718940e+003  2.8927123e+000
  1.7738995e+003  2.9319319e+000
  1.7759050e+003  3.0119011e+000
  1.7779106e+003  3.1598725e+000
  1.7799161e+003  3.1305256e+000
  1.7819216e+003  3.2053064e+000
  1.7839271e+003  3.3525648e+000
  1.7859326e+003  3.4177181e+000
  1.7880392e+003  3.4544859e+000
  1.7902975e+003  3.2471890e+000
  1.7925557e+003  3.3109442e+000
  1.7948139e+003  3.1615925e+000
  1.7970721e+003  3.0416573e+000
  1.7993303e+003  3.0196571e+000
  1.8015885e+003  2.8809573e+000
  1.8038467e+003  3.0407337e+000
  1.8061049e+003  2.9707031e+000
  1.8083631e+003  3.3447565e+000
  1.8106214e+003  3.1819839e+000
  1.8128908e+003  3.0850456e+000
  1.8151603e+003  3.0840510e+000
  1.8174298e+003  3.0058512e+000
  1.8196993e+003  2.7827417e+000
  1.8219688e+003  2.9881212e+000
  1.8242383e+003  3.0379234e+000
  1.8265078e+003  2.9329432e+000
  1.8287772e+003  2.9347466e+000
  1.8310467e+003  2.9261813e+000
  1.8333162e+003  2.9707373e+000
  1.8356774e+003  3.1563776e+000
  1.8380997e+003  2.9767855e+000
  1.8405221e+003  2.9709614e+000
  1.8429444e+003  2.9229170e+000
  1.8453667e+003  3.0038292e+000
  1.8477891e+003  3.2525289e+000
  1.8502114e+003  3.5462531e+000
  1.8526337e+003  3.5167619e+000
  1.8550561e+003  3.3298905e+000
  1.8574784e+003  3.3130508e+000
  1.8598183e+003  3.1945991e+000
  1.8618286e+003  3.2035112e+000
  1.8638389e+003  3.0864871e+000
  1.8658492e+003  3.1268810e+000
  1.8678595e+003  3.0547539e+000
  1.8698697e+003  3.1116131e+000
  1.8718800e+003  2.9517837e+000
  1.8738903e+003  3.0407795e+000
  1.8759006e+003  2.9748891e+000
  1.8779109e+003  3.1022899e+000
  1.8799211e+003  3.0468290e+000
  1.8820125e+003  3.3810556e+000
  1.8841242e+003  3.2880280e+000
  1.8862359e+003  3.3692544e+000
  1.8883476e+003  3.1859950e+000
  1.8904593e+003  3.1740705e+000
  1.8925710e+003  3.1691439e+000
  1.8946826e+003  3.0609896e+000
  1.8967943e+003  3.0026342e+000
  1.8989060e+003  3.0591616e+000
  1.9010177e+003  3.0145339e+000
  1.9030564e+003  2.8580165e+000
  1.9049856e+003  2.8365068e+000
  1.9069149e+003  2.8734108e+000
  1.9088441e+003  2.8139953e+000
  1.9107734e+003  2.8756058e+000
  1.9127026e+003  2.9376597e+000
  1.9146319e+003  2.8707352e+000
  1.9165611e+003  3.3792446e+000
  1.9184903e+003  3.3907936e+000
  1.9204196e+003  3.5312878e+000
  1.9223488e+003  3.4633944e+000
  1.9243555e+003  3.3841709e+000
  1.9263622e+003  3.2519742e+000
  1.9283688e+003  3.1264445e+000
  1.9303755e+003  3.2179862e+000
  1.9323822e+003  3.2611760e+000
  1.9343888e+003  3.1001173e+000
  1.9363955e+003  2.9714416e+000
  1.9384022e+003  3.1122226e+000
  1.9404089e+003  2.8562490e+000
  1.9424155e+003  2.9058851e+000
  1.9448129e+003  2.8062183e+000
  1.9474708e+003  2.6865060e+000
  1.9501287e+003  2.7411677e+000
  1.9527865e+003  2.7195643e+000
  1.9554444e+003  2.8776565e+000
  1.9581023e+003  3.0149446e+000
  1.9607601e+003  3.0355514e+000
  1.9634180e+003  2.9405689e+000
  1.9660759e+003  3.0505130e+000
  1.9687337e+003  3.2067213e+000
  1.9713694e+003  3.1668521e+000
  1.9739164e+003  3.2793234e+000
  1.9764634e+003  3.2482420e+000
  1.9790103e+003  2.9052990e+000
  1.9815573e+003  2.9930670e+000
  1.9841043e+003  3.1719469e+000
  1.9866512e+003  2.8968851e+000
  1.9891982e+003  2.9287102e+000
  1.9917452e+003  2.8230471e+000
  1.9942922e+003  2.5954557e+000
  1.9968391e+003  2.8030623e+000
  1.9994193e+003  2.7027014e+000
  2.0020077e+003  2.7190751e+000
  2.0045962e+003  2.9218772e+000
  2.0071846e+003  2.9901551e+000
  2.0097730e+003  3.0302207e+000
  2.0123615e+003  2.9815464e+000
  2.0149499e+003  3.2765269e+000
  2.0175384e+003  3.1374755e+000
  2.0201268e+003  3.0684328e+000
  2.0227153e+003  2.9776832e+000
  2.0252646e+003  2.9648411e+000
  2.0277554e+003  3.0821310e+000
  2.0302462e+003  3.0964416e+000
  2.0327370e+003  3.2402213e+000
  2.0352278e+003  3.5407662e+000
  2.0377186e+003  3.5352270e+000
  2.0402094e+003  3.5680783e+000
  2.0427002e+003  3.6437263e+000
  2.0451910e+003  3.5164143e+000
  2.0476818e+003  3.5122037e+000
  2.0501726e+003  3.3219906e+000
  2.0530955e+003  3.3533593e+000
  2.0560185e+003  3.2103475e+000
  2.0589415e+003  3.2423063e+000
  2.0618645e+003  3.0588457e+000
  2.0647875e+003  2.9901890e+000
  2.0677105e+003  2.8523575e+000
  2.0706335e+003  2.8180628e+000
  2.0735565e+003  2.7954171e+000
  2.0764795e+003  2.9107290e+000
  2.0794025e+003  3.0188143e+000
  2.0823385e+003  2.9923356e+000
  2.0852832e+003  2.8737620e+000
  2.0882279e+003  2.8625940e+000
  2.0911726e+003  2.8639645e+000
  2.0941173e+003  3.0811543e+000
  2.0970620e+003  3.0418435e+000
  2.1000067e+003  3.0370958e+000
  2.1029514e+003  2.8601269e+000
  2.1058961e+003  2.8315495e+000
  2.1088408e+003  2.6772535e+000
  2.1117104e+003  2.6468674e+000
  2.1142793e+003  2.6525524e+000
  2.1168482e+003  2.6957011e+000
  2.1194171e+003  2.5904243e+000
  2.1219860e+003  2.8038901e+000
  2.1245549e+003  2.9642856e+000
  2.1271238e+003  3.3635531e+000
  2.1296927e+003  3.5145931e+000
  2.1322616e+003  3.5814116e+000
  2.1348305e+003  3.5944186e+000
  2.1373993e+003  3.4633597e+000
  2.1399769e+003  3.5075092e+000
  2.1425566e+003  3.3000281e+000
  2.1451363e+003  3.2431840e+000
  2.1477161e+003  3.1298532e+000
  2.1502958e+003  3.0536246e+000
  2.1528755e+003  3.0296809e+000
  2.1554552e+003  2.9178078e+000
  2.1580350e+003  2.8562533e+000
  2.1606147e+003  2.7246014e+000
  2.1631944e+003  2.7674017e+000
  2.1657833e+003  2.7808599e+000
  2.1683859e+003  2.7400158e+000
  2.1709885e+003  2.9176747e+000
  2.1735911e+003  3.0394391e+000
  2.1761937e+003  3.1331471e+000
  2.1787963e+003  3.1922514e+000
  2.1813990e+003  3.2160277e+000
  2.1840016e+003  3.1886740e+000
  2.1866042e+003  3.1008529e+000
  2.1892068e+003  2.9584178e+000
  2.1918094e+003  2.9538636e+000
  2.1943060e+003  2.8215220e+000
  2.1968025e+003  2.9473046e+000
  2.1992991e+003  2.9695732e+000
  2.2017956e+003  2.9303679e+000
  2.2042922e+003  2.8484284e+000
  2.2067887e+003  2.7477197e+000
  2.2092853e+003  2.7752992e+000
  2.2117818e+003  2.8168580e+000
  2.2142784e+003  2.8473650e+000
  2.2167749e+003  2.9190905e+000
  2.2194522e+003  3.1608047e+000
  2.2222500e+003  3.3713868e+000
  2.2250477e+003  3.2335505e+000
  2.2278455e+003  3.1600115e+000
  2.2306433e+003  3.0848071e+000
  2.2334410e+003  2.9711891e+000
  2.2362388e+003  2.8092257e+000
  2.2390365e+003  2.7532279e+000
  2.2418343e+003  2.6813659e+000
  2.2446321e+003  2.5702445e+000
  2.2473735e+003  2.6600283e+000
  2.2498897e+003  2.8105522e+000
  2.2524060e+003  2.7271153e+000
  2.2549222e+003  2.8444262e+000
  2.2574384e+003  2.8608239e+000
  2.2599547e+003  3.2327619e+000
  2.2624709e+003  3.1605405e+000
  2.2649871e+003  3.1966323e+000
  2.2675034e+003  3.2673553e+000
  2.2700196e+003  3.1573243e+000
  2.2725358e+003  3.0513108e+000
  2.2750102e+003  3.0442253e+000
  2.2774740e+003  2.8183432e+000
  2.2799379e+003  2.8051350e+000
  2.2824017e+003  2.6341651e+000
  2.2848656e+003  2.6435815e+000
  2.2873294e+003  2.7158469e+000
  2.2897933e+003  2.7109063e+000
  2.2922572e+003  2.7864967e+000
  2.2947210e+003  2.9673185e+000
  2.2971849e+003  3.0625267e+000
  2.2997044e+003  3.0993708e+000
  2.3023076e+003  3.1080918e+000
  2.3049107e+003  3.1224673e+000
  2.3075138e+003  2.9575118e+000
  2.3101170e+003  2.8774177e+000
  2.3127201e+003  2.9984303e+000
  2.3153233e+003  3.0026654e+000
  2.3179264e+003  2.8780952e+000
  2.3205295e+003  2.7525073e+000
  2.3231327e+003  2.6493120e+000
  2.3257358e+003  2.5626561e+000
  2.3283916e+003  2.6932524e+000
  2.3310474e+003  2.7270289e+000
  2.3337032e+003  2.6077592e+000
  2.3363589e+003  2.9420831e+000
  2.3390147e+003  3.0824123e+000
  2.3416705e+003  3.1643502e+000
  2.3443263e+003  3.3222361e+000
  2.3469821e+003  3.2849335e+000
  2.3496379e+003  3.1232532e+000
  2.3522937e+003  3.2268748e+000
  2.3548308e+003  2.9889318e+000
  2.3572889e+003  3.0787338e+000
  2.3597469e+003  2.9888692e+000
  2.3622050e+003  2.7453965e+000
  2.3646630e+003  2.7414213e+000
  2.3671211e+003  2.7302673e+000
  2.3695791e+003  2.6034470e+000
  2.3720372e+003  2.6923382e+000
  2.3744952e+003  2.8417413e+000
  2.3769533e+003  2.8981416e+000
  2.3793964e+003  2.9557815e+000
  2.3817799e+003  2.7668188e+000
  2.3841633e+003  2.8153222e+000
  2.3865468e+003  2.8376505e+000
  2.3889302e+003  3.0262050e+000
  2.3913136e+003  3.0474491e+000
  2.3936971e+003  2.7735196e+000
  2.3960805e+003  2.6454850e+000
  2.3984640e+003  2.7345024e+000
  2.4008474e+003  2.7278085e+000
  2.4032309e+003  2.6915991e+000
  2.4058282e+003  2.7139343e+000
  2.4084791e+003  2.8949845e+000
  2.4111300e+003  2.8487205e+000
  2.4137808e+003  3.0212386e+000
  2.4164317e+003  3.2902223e+000
  2.4190825e+003  3.5259549e+000
  2.4217334e+003  3.4546539e+000
  2.4243842e+003  3.4974105e+000
  2.4270351e+003  3.3692891e+000
  2.4296859e+003  3.3553068e+000
  2.4324589e+003  3.3135776e+000
  2.4354152e+003  3.2691887e+000
  2.4383714e+003  3.0897328e+000
  2.4413276e+003  3.0466915e+000
  2.4442838e+003  2.8137774e+000
  2.4472400e+003  2.7456959e+000
  2.4501963e+003  2.7504650e+000
  2.4531525e+003  2.5663702e+000
  2.4561087e+003  2.6106689e+000
  2.4590649e+003  2.6670733e+000
  2.4620211e+003  2.6805791e+000
  2.4647966e+003  2.7901642e+000
  2.4675721e+003  2.9297557e+000
  2.4703477e+003  3.0562505e+000
  2.4731232e+003  3.0639544e+000
  2.4758987e+003  3.3236986e+000
  2.4786742e+003  3.3483231e+000
  2.4814497e+003  3.5176525e+000
  2.4842252e+003  3.1909262e+000
  2.4870007e+003  3.0111111e+000
  2.4897762e+003  2.9841276e+000
  2.4924486e+003  2.7909582e+000
  2.4950523e+003  2.5418830e+000
  2.4976560e+003  2.7070349e+000
  2.5002596e+003  2.8397779e+000
  2.5028633e+003  2.7751341e+000
  2.5054670e+003  3.0096972e+000
  2.5080706e+003  3.1214968e+000
  2.5106743e+003  3.2456114e+000
  2.5132779e+003  3.4778776e+000
  2.5158816e+003  3.4867532e+000
  2.5185001e+003  3.4242314e+000
  2.5211783e+003  3.4851708e+000
  2.5238564e+003  3.3929936e+000
  2.5265345e+003  3.2474242e+000
