Untuned age model for the LR04  stack

    age in kyr,    benthic d18O
  2.5292126e+003  3.2860084e+000
  2.5318907e+003  3.0934495e+000
  2.5345688e+003  3.1000357e+000
  2.5372469e+003  2.9938674e+000
  2.5399250e+003  2.7129148e+000
  2.5426031e+003  2.6334345e+000
  2.5452812e+003  2.5422171e+000
  2.5479848e+003  2.5748887e+000
  2.5506947e+003  2.6381448e+000
  2.5534046e+003  2.7944952e+000
  2.5561145e+003  2.7471992e+000
  2.5588244e+003  2.7286739e+000
  2.5615344e+003  2.7429472e+000
  2.5642443e+003  2.9864221e+000
  2.5669542e+003  2.8898431e+000
  2.5696641e+003  2.8337439e+000
  2.5723740e+003  2.8309734e+000
  2.5750042e+003  2.7737833e+000
  2.5775146e+003  2.6768849e+000
  2.5800251e+003  2.5949544e+000
  2.5825356e+003  2.6202209e+000
  2.5850460e+003  2.5241953e+000
  2.5875565e+003  2.6289061e+000
  2.5900669e+003  2.7912413e+000
  2.5925774e+003  2.8088290e+000
  2.5950878e+003  2.8336338e+000
  2.5975983e+003  3.1036656e+000
  2.6001088e+003  3.2610457e+000
  2.6026641e+003  3.2201645e+000
  2.6052195e+003  3.1721950e+000
  2.6077749e+003  3.2065464e+000
  2.6103303e+003  2.9820092e+000
  2.6128856e+003  3.0033273e+000
  2.6154410e+003  2.8044080e+000
  2.6179964e+003  2.8116589e+000
  2.6205518e+003  2.6325816e+000
  2.6231072e+003  2.5957556e+000
  2.6256625e+003  2.6723372e+000
  2.6281571e+003  2.6228186e+000
  2.6306111e+003  2.5852563e+000
  2.6330651e+003  2.8039099e+000
  2.6355191e+003  2.8081979e+000
  2.6379731e+003  2.8430392e+000
  2.6404271e+003  3.0162562e+000
  2.6428812e+003  3.0819491e+000
  2.6453352e+003  3.2033088e+000
  2.6477892e+003  3.0461146e+000
  2.6502432e+003  2.8716903e+000
  2.6526587e+003  2.7672432e+000
  2.6549203e+003  2.7112388e+000
  2.6571819e+003  2.4956541e+000
  2.6594435e+003  2.5869964e+000
  2.6617051e+003  2.4131262e+000
  2.6639666e+003  2.6105968e+000
  2.6662282e+003  2.5976354e+000
  2.6684898e+003  2.5478129e+000
  2.6707514e+003  2.5566281e+000
  2.6730130e+003  2.5775776e+000
  2.6752746e+003  2.7243264e+000
  2.6775489e+003  2.7294147e+000
  2.6798263e+003  2.8981287e+000
  2.6821037e+003  3.0419691e+000
  2.6843812e+003  3.1129294e+000
  2.6866586e+003  2.9677219e+000
  2.6889361e+003  2.8917985e+000
  2.6912135e+003  2.9698074e+000
  2.6934910e+003  2.9266926e+000
  2.6957684e+003  2.9735655e+000
  2.6980459e+003  2.8382116e+000
  2.7003991e+003  3.1455301e+000
  2.7028658e+003  3.1150739e+000
  2.7053326e+003  3.0603746e+000
  2.7077993e+003  3.1164085e+000
  2.7102661e+003  3.2253695e+000
  2.7127328e+003  3.1558736e+000
  2.7151996e+003  3.1605837e+000
  2.7176663e+003  3.1275509e+000
  2.7201331e+003  3.0202457e+000
  2.7225998e+003  2.9695656e+000
  2.7250666e+003  2.8307033e+000
  2.7278079e+003  2.7461679e+000
  2.7305493e+003  2.6316790e+000
  2.7332907e+003  2.4835261e+000
  2.7360321e+003  2.5358822e+000
  2.7387735e+003  2.3969895e+000
  2.7415149e+003  2.5111212e+000
  2.7442562e+003  2.4472842e+000
  2.7469976e+003  2.4949548e+000
  2.7497390e+003  2.5698100e+000
  2.7524804e+003  2.5493916e+000
  2.7552284e+003  2.5215748e+000
  2.7579809e+003  2.6285311e+000
  2.7607334e+003  2.6015380e+000
  2.7634859e+003  2.5982373e+000
  2.7662384e+003  2.5142236e+000
  2.7689909e+003  2.4869907e+000
  2.7717434e+003  2.6395744e+000
  2.7744958e+003  2.6737932e+000
  2.7772483e+003  2.5855298e+000
  2.7800008e+003  2.5357496e+000
  2.7827309e+003  2.5180437e+000
  2.7853714e+003  2.5481526e+000
  2.7880119e+003  2.5992108e+000
  2.7906524e+003  2.5697803e+000
  2.7932930e+003  2.6231265e+000
  2.7959335e+003  2.7749262e+000
  2.7985740e+003  2.7562505e+000
  2.8012145e+003  2.8581218e+000
  2.8038550e+003  3.0956048e+000
  2.8064955e+003  3.1436490e+000
  2.8091360e+003  3.0863166e+000
  2.8116975e+003  3.0107716e+000
  2.8142391e+003  3.0200199e+000
  2.8167807e+003  2.9925713e+000
  2.8193224e+003  2.8118381e+000
  2.8218640e+003  2.7417879e+000
  2.8244056e+003  2.6153112e+000
  2.8269473e+003  2.5073503e+000
  2.8294889e+003  2.4753794e+000
  2.8320306e+003  2.5199044e+000
  2.8345722e+003  2.4676873e+000
  2.8370848e+003  2.5293326e+000
  2.8395540e+003  2.6277549e+000
  2.8420232e+003  2.6963816e+000
  2.8444923e+003  2.7798483e+000
  2.8469615e+003  2.7363299e+000
  2.8494307e+003  2.8604454e+000
  2.8518998e+003  2.7604599e+000
  2.8543690e+003  2.7832859e+000
  2.8568382e+003  2.7994254e+000
  2.8593073e+003  2.6910116e+000
  2.8617765e+003  2.5528255e+000
  2.8646222e+003  2.6078655e+000
  2.8674680e+003  2.7306253e+000
  2.8703138e+003  2.6687802e+000
  2.8731595e+003  2.6607425e+000
  2.8760053e+003  2.5885715e+000
  2.8788510e+003  2.5858338e+000
  2.8816968e+003  2.8315318e+000
  2.8845425e+003  2.8356910e+000
  2.8873883e+003  2.8124988e+000
  2.8902341e+003  2.8588588e+000
  2.8930312e+003  2.8230952e+000
  2.8957960e+003  2.8464004e+000
  2.8985608e+003  2.6996517e+000
  2.9013255e+003  2.6489315e+000
  2.9040903e+003  2.5024911e+000
  2.9068551e+003  2.5815800e+000
  2.9096199e+003  2.5746538e+000
  2.9123846e+003  2.6770169e+000
  2.9151494e+003  2.6392638e+000
  2.9179142e+003  2.6328297e+000
  2.9206546e+003  2.6603236e+000
  2.9232979e+003  2.8510043e+000
  2.9259412e+003  2.7668078e+000
  2.9285845e+003  2.8700590e+000
  2.9312278e+003  2.8594080e+000
  2.9338711e+003  2.8627777e+000
  2.9365144e+003  2.6862254e+000
  2.9391577e+003  2.7883991e+000
  2.9418010e+003  2.8733120e+000
  2.9444443e+003  2.6743283e+000
  2.9470876e+003  2.5379951e+000
  2.9495778e+003  2.4539158e+000
  2.9520298e+003  2.3112195e+000
  2.9544818e+003  2.3071019e+000
  2.9569338e+003  2.4208807e+000
  2.9593858e+003  2.2944960e+000
  2.9618379e+003  2.2769773e+000
  2.9642899e+003  2.5151320e+000
  2.9667419e+003  2.5889920e+000
  2.9691939e+003  2.4389292e+000
  2.9716459e+003  2.5445972e+000
  2.9741391e+003  2.5223691e+000
  2.9766942e+003  2.7114677e+000
  2.9792493e+003  2.6642545e+000
  2.9818044e+003  2.6875223e+000
  2.9843595e+003  2.8420688e+000
  2.9869146e+003  2.7869792e+000
  2.9894697e+003  2.8091793e+000
  2.9920248e+003  2.6244983e+000
  2.9945799e+003  2.4314431e+000
  2.9971350e+003  2.5106454e+000
  2.9996901e+003  2.5366583e+000
  3.0021840e+003  2.5678833e+000
  3.0046780e+003  2.5612429e+000
  3.0071719e+003  2.5819923e+000
  3.0096658e+003  2.7191878e+000
  3.0146537e+003  2.8013383e+000
  3.0196415e+003  2.8179376e+000
  3.0246294e+003  2.8751188e+000
  3.0300365e+003  2.8507821e+000
  3.0355484e+003  2.6807170e+000
  3.0410604e+003  2.4886472e+000
  3.0465723e+003  2.4501526e+000
  3.0520842e+003  2.5876883e+000
  3.0575807e+003  2.6721116e+000
  3.0630670e+003  2.6875257e+000
  3.0685532e+003  2.5021354e+000
  3.0740395e+003  2.3088356e+000
  3.0795257e+003  2.4068984e+000
  3.0850024e+003  2.4470466e+000
  3.0904646e+003  2.4621103e+000
  3.0959268e+003  2.4457402e+000
  3.1013891e+003  2.3033510e+000
  3.1068513e+003  2.5415958e+000
  3.1122591e+003  2.5424656e+000
  3.1174488e+003  2.4419102e+000
  3.1226385e+003  2.4223676e+000
  3.1278282e+003  2.4864357e+000
  3.1330180e+003  2.5828861e+000
  3.1382077e+003  2.6196898e+000
  3.1433366e+003  2.6968620e+000
  3.1484654e+003  2.7420625e+000
  3.1535943e+003  2.8122036e+000
  3.1587232e+003  2.7359954e+000
  3.1638521e+003  2.7069363e+000
  3.1688528e+003  2.5176144e+000
  3.1738216e+003  2.3098866e+000
  3.1787904e+003  2.3669072e+000
  3.1837591e+003  2.3996238e+000
  3.1887279e+003  2.5004683e+000
  3.1936552e+003  2.5543391e+000
  3.1985548e+003  2.5165070e+000
  3.2034544e+003  2.4386198e+000
  3.2083540e+003  2.3101450e+000
  3.2132536e+003  2.4494194e+000
  3.2179188e+003  2.3772684e+000
  3.2222324e+003  2.3611073e+000
  3.2265460e+003  2.3775964e+000
  3.2308596e+003  2.5606935e+000
  3.2351732e+003  2.4862616e+000
  3.2394906e+003  2.5656707e+000
  3.2438230e+003  2.4850926e+000
  3.2481554e+003  2.6019552e+000
  3.2524879e+003  2.3989163e+000
  3.2568203e+003  2.3981811e+000
  3.2611527e+003  2.3923153e+000
  3.2658016e+003  2.5259641e+000
  3.2704505e+003  2.5158495e+000
  3.2750993e+003  2.6758285e+000
  3.2797482e+003  2.6347709e+000
  3.2843971e+003  2.6945572e+000
  3.2899622e+003  2.6152834e+000
  3.2957564e+003  2.7585501e+000
  3.3015506e+003  3.0142089e+000
  3.3073447e+003  3.0998335e+000
  3.3131389e+003  3.0667401e+000
  3.3183764e+003  2.7790794e+000
  3.3232427e+003  2.7294698e+000
  3.3281090e+003  2.5825278e+000
  3.3329752e+003  2.4642143e+000
  3.3378415e+003  2.5649683e+000
  3.3428052e+003  2.5689160e+000
  3.3479148e+003  2.6098669e+000
  3.3530244e+003  2.7655027e+000
  3.3581341e+003  2.6672714e+000
  3.3632437e+003  2.5401859e+000
  3.3683769e+003  2.5798960e+000
  3.3736046e+003  2.5345210e+000
  3.3788323e+003  2.4691329e+000
  3.3840600e+003  2.5134513e+000
  3.3892877e+003  2.7057669e+000
  3.3945154e+003  2.7055803e+000
  3.3989827e+003  2.6061912e+000
  3.4034501e+003  2.5170370e+000
  3.4079174e+003  2.4387836e+000
  3.4123847e+003  2.4896365e+000
  3.4168520e+003  2.5030382e+000
  3.4213822e+003  2.4426489e+000
  3.4259280e+003  2.3450364e+000
  3.4304738e+003  2.4604424e+000
  3.4350196e+003  2.5570021e+000
  3.4395654e+003  2.4736667e+000
  3.4444400e+003  2.2581361e+000
  3.4495337e+003  2.2583242e+000
  3.4546274e+003  2.4048990e+000
  3.4597211e+003  2.4838495e+000
  3.4648149e+003  2.3935973e+000
  3.4701603e+003  2.4346941e+000
  3.4758833e+003  2.5869631e+000
  3.4816064e+003  2.4459910e+000
  3.4873294e+003  2.2801023e+000
  3.4930524e+003  2.2452715e+000
  3.4986772e+003  2.3602456e+000
  3.5039089e+003  2.3428845e+000
  3.5091406e+003  2.4180876e+000
  3.5143723e+003  2.2922994e+000
  3.5196040e+003  2.3129313e+000
  3.5248357e+003  2.3305883e+000
  3.5295826e+003  2.3975594e+000
  3.5343295e+003  2.4659487e+000
  3.5390763e+003  2.5410704e+000
  3.5438232e+003  2.4996644e+000
  3.5485701e+003  2.3652515e+000
  3.5537175e+003  2.2815599e+000
  3.5589651e+003  2.3656531e+000
  3.5642127e+003  2.4682735e+000
  3.5694603e+003  2.4815331e+000
  3.5747079e+003  2.4967421e+000
  3.5797282e+003  2.4149411e+000
  3.5845968e+003  2.2493019e+000
  3.5894655e+003  2.3017716e+000
  3.5943342e+003  2.5429443e+000
  3.5992029e+003  2.5161520e+000
  3.6039296e+003  2.5101678e+000
  3.6084433e+003  2.3479183e+000
  3.6129570e+003  2.3583331e+000
  3.6174707e+003  2.4517072e+000
  3.6219843e+003  2.2924667e+000
  3.6265656e+003  2.3966619e+000
  3.6314169e+003  2.5593431e+000
  3.6362683e+003  2.6872683e+000
  3.6411196e+003  2.7687370e+000
  3.6459710e+003  2.6477526e+000
  3.6508223e+003  2.4050003e+000
  3.6557707e+003  2.3435776e+000
  3.6607190e+003  2.3183600e+000
  3.6656673e+003  2.5016817e+000
  3.6706156e+003  2.5380652e+000
  3.6755639e+003  2.7622558e+000
  3.6805285e+003  2.8069350e+000
  3.6854971e+003  2.5727719e+000
  3.6904657e+003  2.4082411e+000
  3.6954343e+003  2.3390921e+000
  3.7004029e+003  2.2808308e+000
  3.7054901e+003  2.3759602e+000
  3.7106564e+003  2.4124967e+000
  3.7158228e+003  2.4611868e+000
  3.7209891e+003  2.6445838e+000
  3.7261554e+003  2.6538472e+000
  3.7312970e+003  2.3330369e+000
  3.7364014e+003  2.1912437e+000
  3.7415058e+003  2.3558312e+000
  3.7466102e+003  2.2927318e+000
  3.7517147e+003  2.3244687e+000
  3.7567443e+003  2.5594305e+000
  3.7614749e+003  2.4418767e+000
  3.7662056e+003  2.3370026e+000
  3.7709362e+003  2.2904393e+000
  3.7756668e+003  2.2473234e+000
  3.7803974e+003  2.4476806e+000
  3.7851348e+003  2.4368565e+000
  3.7898723e+003  2.4111152e+000
  3.7946097e+003  2.3326213e+000
  3.7993471e+003  2.4171481e+000
  3.8040845e+003  2.5703251e+000
  3.8092206e+003  2.3617195e+000
  3.8144563e+003  2.4623308e+000
  3.8196921e+003  2.4054534e+000
  3.8249278e+003  2.3627024e+000
  3.8301635e+003  2.3509891e+000
  3.8352894e+003  2.5843178e+000
  3.8403420e+003  2.6207410e+000
  3.8453946e+003  2.4126606e+000
  3.8504473e+003  2.2165911e+000
  3.8554999e+003  2.2357261e+000
  3.8603943e+003  2.2646167e+000
  3.8650515e+003  2.2528410e+000
  3.8697087e+003  2.2488449e+000
  3.8743658e+003  2.5282455e+000
  3.8790230e+003  2.5154082e+000
  3.8838324e+003  2.6067820e+000
  3.8892509e+003  2.3681802e+000
  3.8946694e+003  2.3137010e+000
  3.9000878e+003  2.2497589e+000
  3.9055063e+003  2.4177238e+000
  3.9109247e+003  2.2847660e+000
  3.9159699e+003  2.2835858e+000
  3.9210151e+003  2.2289791e+000
  3.9260603e+003  2.4276367e+000
  3.9311055e+003  2.4413771e+000
  3.9361506e+003  2.2660830e+000
  3.9411919e+003  2.2512576e+000
  3.9462322e+003  2.1913801e+000
  3.9512724e+003  2.3271942e+000
  3.9563127e+003  2.3959929e+000
  3.9613530e+003  2.3763785e+000
  3.9664211e+003  2.2617953e+000
  3.9715077e+003  2.2495946e+000
  3.9765944e+003  2.3013707e+000
  3.9816811e+003  2.3659870e+000
  3.9867678e+003  2.3676184e+000
  3.9918620e+003  2.4150550e+000
  3.9969677e+003  2.4181535e+000
  4.0020733e+003  2.6021777e+000
  4.0071789e+003  2.6562525e+000
  4.0122845e+003  2.5921269e+000
  4.0172727e+003  2.5218524e+000
  4.0217914e+003  2.3242473e+000
  4.0263100e+003  2.3091877e+000
  4.0308287e+003  2.4272781e+000
  4.0353473e+003  2.3782935e+000
  4.0398660e+003  2.4754870e+000
  4.0440074e+003  2.5288208e+000
  4.0481488e+003  2.5633852e+000
  4.0522902e+003  2.5249870e+000
  4.0564316e+003  2.4204120e+000
  4.0605730e+003  2.4173388e+000
  4.0650300e+003  2.4581210e+000
  4.0695658e+003  2.3716156e+000
  4.0741016e+003  2.4444227e+000
  4.0786374e+003  2.3838479e+000
  4.0831732e+003  2.3748763e+000
  4.0877456e+003  2.3919026e+000
  4.0923424e+003  2.4318761e+000
  4.0969392e+003  2.4341541e+000
  4.1015359e+003  2.2300896e+000
  4.1061327e+003  2.2426981e+000
  4.1107369e+003  2.2338872e+000
  4.1153523e+003  2.2744322e+000
  4.1199677e+003  2.3020338e+000
  4.1245832e+003  2.3564040e+000
  4.1291986e+003  2.1823725e+000
  4.1337536e+003  2.3366799e+000
  4.1380674e+003  2.2777739e+000
  4.1423811e+003  2.3376104e+000
  4.1466948e+003  2.4716222e+000
  4.1510085e+003  2.5241647e+000
  4.1553222e+003  2.4716461e+000
  4.1598852e+003  2.3601171e+000
  4.1644482e+003  2.4233406e+000
  4.1690112e+003  2.3539854e+000
  4.1735741e+003  2.2329891e+000
  4.1781371e+003  2.2153178e+000
  4.1826286e+003  2.3065955e+000
  4.1871023e+003  2.4007085e+000
  4.1915760e+003  2.4656391e+000
  4.1960496e+003  2.4021408e+000
  4.2005233e+003  2.3590495e+000
  4.2049937e+003  2.2061818e+000
  4.2094619e+003  2.3578707e+000
  4.2139302e+003  2.3441747e+000
  4.2183984e+003  2.2725196e+000
  4.2228666e+003  2.3912883e+000
  4.2274088e+003  2.3913329e+000
  4.2320621e+003  2.4242372e+000
  4.2367153e+003  2.3527878e+000
  4.2413685e+003  2.4569031e+000
  4.2460218e+003  2.3119531e+000
  4.2508356e+003  2.3183462e+000
  4.2562920e+003  2.2393573e+000
  4.2617484e+003  2.4209533e+000
  4.2672048e+003  2.2564655e+000
  4.2726612e+003  2.3076290e+000
  4.2781176e+003  2.3760720e+000
  4.2842940e+003  2.3895548e+000
  4.2904703e+003  2.3951350e+000
  4.2966467e+003  2.2360786e+000
  4.3028231e+003  2.2199960e+000
  4.3089995e+003  2.2145418e+000
  4.3146685e+003  2.2042618e+000
  4.3202105e+003  2.1873220e+000
  4.3257526e+003  2.3613249e+000
  4.3312947e+003  2.2134513e+000
  4.3368368e+003  2.0889004e+000
  4.3424917e+003  2.2321667e+000
  4.3482220e+003  2.2007134e+000
  4.3539522e+003  2.2486288e+000
  4.3596825e+003  2.3855313e+000
  4.3654127e+003  2.4342888e+000
  4.3712278e+003  2.3149889e+000
  4.3771701e+003  2.2543131e+000
  4.3831124e+003  2.3414389e+000
  4.3890547e+003  2.1173840e+000
  4.3949970e+003  2.1896103e+000
  4.4008596e+003  2.2964582e+000
  4.4064031e+003  2.3451406e+000
  4.4119466e+003  2.4437694e+000
  4.4174901e+003  2.3853625e+000
  4.4230337e+003  2.4874543e+000
  4.4285772e+003  2.3316899e+000
  4.4334339e+003  2.3008637e+000
  4.4382906e+003  2.2414967e+000
  4.4431473e+003  2.2776922e+000
  4.4480040e+003  2.2384089e+000
  4.4528607e+003  2.2633304e+000
  4.4578125e+003  2.3872477e+000
  4.4627882e+003  2.3091775e+000
  4.4677639e+003  2.2127006e+000
  4.4727395e+003  2.2084622e+000
  4.4777152e+003  2.2285536e+000
  4.4826163e+003  2.2203809e+000
  4.4874677e+003  2.3135778e+000
  4.4923190e+003  2.2772236e+000
  4.4971704e+003  2.4596946e+000
  4.5020218e+003  2.4611197e+000
  4.5069766e+003  2.4799802e+000
  4.5120865e+003  2.4260026e+000
  4.5171964e+003  2.2868209e+000
  4.5223063e+003  2.3518232e+000
  4.5274162e+003  2.1461583e+000
  4.5324759e+003  2.3719947e+000
  4.5373346e+003  2.4039186e+000
  4.5421932e+003  2.4535868e+000
  4.5470518e+003  2.2285251e+000
  4.5519105e+003  2.1723183e+000
  4.5567691e+003  2.2418374e+000
  4.5619078e+003  2.2626064e+000
  4.5670464e+003  2.3799966e+000
  4.5721850e+003  2.2909990e+000
  4.5773236e+003  2.3398635e+000
  4.5824623e+003  2.5237436e+000
  4.5875391e+003  2.4698964e+000
  4.5926006e+003  2.4620199e+000
  4.5976620e+003  2.3569938e+000
  4.6027235e+003  2.3631021e+000
  4.6077849e+003  2.3397935e+000
  4.6130451e+003  2.4462362e+000
  4.6184377e+003  2.5049131e+000
  4.6238303e+003  2.4108800e+000
  4.6292229e+003  2.4036708e+000
  4.6346156e+003  2.3702404e+000
  4.6399988e+003  2.3794820e+000
  4.6453678e+003  2.3088677e+000
  4.6507369e+003  2.3067389e+000
  4.6561059e+003  2.2948276e+000
  4.6614750e+003  2.4485276e+000
  4.6668274e+003  2.4859215e+000
  4.6721133e+003  2.2438013e+000
  4.6773991e+003  2.3329998e+000
  4.6826850e+003  2.2187391e+000
  4.6879709e+003  2.2801068e+000
  4.6932567e+003  2.2212947e+000
  4.6994481e+003  2.4158939e+000
  4.7056396e+003  2.5330018e+000
  4.7118310e+003  2.4425831e+000
  4.7180224e+003  2.4866756e+000
  4.7242138e+003  2.3272971e+000
  4.7300505e+003  2.2832107e+000
  4.7357985e+003  2.3941750e+000
  4.7415465e+003  2.3053835e+000
  4.7472945e+003  2.4917804e+000
  4.7530425e+003  2.4991516e+000
  4.7587166e+003  2.4502809e+000
  4.7643414e+003  2.2659235e+000
  4.7699663e+003  2.3231013e+000
  4.7755911e+003  2.3989482e+000
  4.7812160e+003  2.2194963e+000
  4.7866286e+003  2.2815813e+000
  4.7917228e+003  2.3587512e+000
  4.7968170e+003  2.5626918e+000
  4.8019112e+003  2.5276147e+000
  4.8070055e+003  2.3631578e+000
  4.8119366e+003  2.3452306e+000
  4.8162151e+003  2.2870254e+000
  4.8204937e+003  2.3170877e+000
  4.8247723e+003  2.3535598e+000
  4.8290509e+003  2.3543023e+000
  4.8333295e+003  2.5086420e+000
  4.8379122e+003  2.5131381e+000
  4.8424948e+003  2.3932141e+000
  4.8470775e+003  2.1904873e+000
  4.8516602e+003  2.2114313e+000
  4.8562428e+003  2.3157097e+000
  4.8605144e+003  2.3985997e+000
  4.8647081e+003  2.5969383e+000
  4.8689019e+003  2.6645526e+000
  4.8730956e+003  2.4397131e+000
  4.8772894e+003  2.4227954e+000
  4.8811377e+003  2.3377059e+000
  4.8847556e+003  2.2356189e+000
  4.8883735e+003  2.2212092e+000
  4.8919914e+003  2.2692015e+000
  4.8956094e+003  2.5367242e+000
  4.8996405e+003  2.6283873e+000
  4.9042914e+003  2.6589054e+000
  4.9089423e+003  2.5129981e+000
  4.9135932e+003  2.3891338e+000
  4.9182441e+003  2.2142102e+000
  4.9229794e+003  2.2113283e+000
  4.9280525e+003  2.3186173e+000
  4.9331257e+003  2.1309827e+000
  4.9381988e+003  2.2729894e+000
  4.9432719e+003  2.3922303e+000
  4.9483450e+003  2.4300694e+000
  4.9535747e+003  2.3862991e+000
  4.9588043e+003  2.4066247e+000
  4.9640339e+003  2.1992513e+000
  4.9692636e+003  2.2189969e+000
  4.9744932e+003  2.2677573e+000
  4.9799129e+003  2.2882274e+000
  4.9853801e+003  2.3045703e+000
  4.9908473e+003  2.5260118e+000
  4.9963146e+003  2.3094453e+000
  5.0017818e+003  2.1012109e+000
  5.0063568e+003  2.2068990e+000
  5.0103370e+003  2.1543357e+000
  5.0143172e+003  2.3112491e+000
  5.0182974e+003  2.3028904e+000
  5.0222775e+003  2.2270904e+000
  5.0264154e+003  2.1005561e+000
  5.0307897e+003  2.1020037e+000
  5.0351639e+003  2.1304332e+000
  5.0395382e+003  2.1504921e+000
  5.0439125e+003  2.4178670e+000
  5.0483008e+003  2.5343440e+000
  5.0527449e+003  2.3998718e+000
  5.0571890e+003  2.4185153e+000
  5.0616332e+003  2.2083423e+000
  5.0660773e+003  2.2566177e+000
  5.0705215e+003  2.2880311e+000
  5.0744074e+003  2.0475361e+000
  5.0782934e+003  2.1360421e+000
  5.0821794e+003  2.1680305e+000
  5.0860653e+003  2.0200900e+000
  5.0899513e+003  2.2433080e+000
  5.0934048e+003  2.3625346e+000
  5.0967503e+003  2.4040161e+000
  5.1000957e+003  2.2766837e+000
  5.1034411e+003  2.2237181e+000
  5.1067866e+003  2.1567010e+000
  5.1115147e+003  2.0800985e+000
  5.1171646e+003  2.0380403e+000
  5.1228146e+003  2.0130442e+000
  5.1284645e+003  2.3025626e+000
  5.1341144e+003  2.2573730e+000
  5.1402751e+003  2.2518740e+000
  5.1472022e+003  2.2714394e+000
  5.1541292e+003  2.1750381e+000
  5.1610562e+003  2.3058271e+000
  5.1679832e+003  2.3810131e+000
  5.1747451e+003  2.5700185e+000
  5.1808468e+003  2.4685005e+000
  5.1869485e+003  2.3800104e+000
  5.1930502e+003  2.3584311e+000
  5.1991520e+003  2.1840647e+000
  5.2052537e+003  2.2194528e+000
  5.2096871e+003  2.3600267e+000
  5.2141205e+003  2.3202512e+000
  5.2185539e+003  2.2263825e+000
  5.2229873e+003  2.2006948e+000
  5.2274207e+003  2.2930299e+000
  5.2317988e+003  2.3353299e+000
  5.2361630e+003  2.1288975e+000
  5.2405272e+003  2.2844382e+000
  5.2448914e+003  2.3334352e+000
  5.2492557e+003  2.4159808e+000
  5.2537302e+003  2.4483737e+000
  5.2582784e+003  2.3684672e+000
  5.2628265e+003  2.3357480e+000
  5.2673746e+003  2.1624159e+000
  5.2719227e+003  2.2544619e+000
  5.2768244e+003  2.2477061e+000
  5.2822564e+003  2.1631280e+000
  5.2876885e+003  2.2775248e+000
  5.2931205e+003  2.3332042e+000
  5.2985525e+003  2.2676371e+000
      5.325e+003  2.0510408e+000
