Orbital Forcing (Laskar et al 2004)
Downloaded from http://www.imcce.fr/Equipes/ASD/insola/earth/online/
20 Myr-ago to present
Reference: A&A 428, 261-285 (2004), DOI: 10.1051/0004-6361:20041335,
Laskar, J., Robutel, P., Joutel, F., Gastineau, M., Correia, A.C.M., Levrard, B. : 2004,
A long term numerical solution for the insolation quantities of the Earth.
Time (1000 Julian Years)   Ecc  Prec  Obl
  -19029.000       0.004686      -0.004303       0.417789
  -19028.000       0.004873      -0.004802       0.415651
  -19027.000       0.004969      -0.004958       0.413269
  -19026.000       0.005129      -0.004872       0.410696
  -19025.000       0.005243      -0.004480       0.408004
  -19024.000       0.005412      -0.003780       0.405263
  -19023.000       0.005546      -0.002775       0.402540
  -19022.000       0.005687      -0.001609       0.399913
  -19021.000       0.005868      -0.000173       0.397450
  -19020.000       0.006068       0.001326       0.395217
  -19019.000       0.006197       0.002822       0.393274
  -19018.000       0.006459       0.004300       0.391675
  -19017.000       0.006676       0.005570       0.390456
  -19016.000       0.006859       0.006501       0.389653
  -19015.000       0.007166       0.007151       0.389281
  -19014.000       0.007398       0.007256       0.389341
  -19013.000       0.007671       0.006854       0.389827
  -19012.000       0.007951       0.005951       0.390717
  -19011.000       0.008250       0.004520       0.391970
  -19010.000       0.008550       0.002575       0.393549
  -19009.000       0.008837       0.000405       0.395397
  -19008.000       0.009146      -0.002052       0.397455
  -19007.000       0.009502      -0.004518       0.399665
  -19006.000       0.009763      -0.006757       0.401961
  -19005.000       0.010100      -0.008670       0.404280
  -19004.000       0.010457      -0.010085       0.406567
  -19003.000       0.010703      -0.010703       0.408759
  -19002.000       0.011066      -0.010662       0.410808
  -19001.000       0.011351      -0.009748       0.412668
  -19000.000       0.011645      -0.008008       0.414297
  -18999.000       0.011933      -0.005626       0.415662
  -18998.000       0.012208      -0.002680       0.416737
  -18997.000       0.012496       0.000676       0.417502
  -18996.000       0.012760       0.004054       0.417944
  -18995.000       0.012978       0.007276       0.418062
  -18994.000       0.013309       0.010163       0.417855
  -18993.000       0.013484       0.012258       0.417336
  -18992.000       0.013720       0.013552       0.416519
  -18991.000       0.013970       0.013878       0.415428
  -18990.000       0.014139       0.013074       0.414088
  -18989.000       0.014309       0.011259       0.412535
  -18988.000       0.014514       0.008616       0.410803
  -18987.000       0.014629       0.005079       0.408935
  -18986.000       0.014787       0.001217       0.406977
  -18985.000       0.014883      -0.002862       0.404975
  -18984.000       0.015015      -0.006818       0.402978
  -18983.000       0.015111      -0.010274       0.401040
  -18982.000       0.015148      -0.012934       0.399204
  -18981.000       0.015285      -0.014733       0.397522
  -18980.000       0.015309      -0.015309       0.396036
  -18979.000       0.015361      -0.014748       0.394786
  -18978.000       0.015437      -0.013105       0.393807
  -18977.000       0.015481      -0.010422       0.393129
  -18976.000       0.015521      -0.006916       0.392768
  -18975.000       0.015586      -0.003003       0.392741
  -18974.000       0.015650       0.001265       0.393049
  -18973.000       0.015719       0.005408       0.393687
  -18972.000       0.015787       0.009139       0.394642
  -18971.000       0.015889       0.012305       0.395890
  -18970.000       0.016028       0.014638       0.397400
  -18969.000       0.016091       0.015894       0.399134
  -18968.000       0.016302       0.016211       0.401050
  -18967.000       0.016457       0.015365       0.403097
  -18966.000       0.016631       0.013473       0.405228
  -18965.000       0.016868       0.010684       0.407385
  -18964.000       0.017127       0.007146       0.409514
  -18963.000       0.017367       0.002918       0.411561
  -18962.000       0.017672      -0.001475       0.413472
  -18961.000       0.017994      -0.006032       0.415195
  -18960.000       0.018342      -0.010365       0.416687
  -18959.000       0.018683      -0.014110       0.417903
  -18958.000       0.019074      -0.017121       0.418810
  -18957.000       0.019525      -0.019153       0.419380
  -18956.000       0.019895      -0.019855       0.419593
  -18955.000       0.020369      -0.019297       0.419434
  -18954.000       0.020862      -0.017364       0.418904
  -18953.000       0.021299      -0.014002       0.418002
  -18952.000       0.021818      -0.009529       0.416747
  -18951.000       0.022338      -0.004105       0.415160
  -18950.000       0.022815       0.001967       0.413273
  -18949.000       0.023367       0.008176       0.411127
  -18948.000       0.023830       0.014036       0.408775
  -18947.000       0.024412       0.019243       0.406269
  -18946.000       0.024869       0.023040       0.403679
  -18945.000       0.025366       0.025223       0.401072
  -18944.000       0.025917       0.025511       0.398518
  -18943.000       0.026360       0.023610       0.396093
  -18942.000       0.026820       0.019657       0.393869
  -18941.000       0.027336       0.013969       0.391909
  -18940.000       0.027723       0.006716       0.390278
  -18939.000       0.028162      -0.001283       0.389031
  -18938.000       0.028566      -0.009437       0.388202
  -18937.000       0.028929      -0.017075       0.387829
  -18936.000       0.029312      -0.023399       0.387925
  -18935.000       0.029589      -0.027761       0.388488
  -18934.000       0.029955      -0.029903       0.389510
  -18933.000       0.030215      -0.029387       0.390962
  -18932.000       0.030441      -0.026315       0.392798
  -18931.000       0.030726      -0.020990       0.394974
  -18930.000       0.030904      -0.013773       0.397422
  -18929.000       0.031077      -0.005301       0.400072
  -18928.000       0.031238       0.003564       0.402857
  -18927.000       0.031378       0.012270       0.405699
  -18926.000       0.031444       0.019941       0.408520
  -18925.000       0.031542       0.025984       0.411256
  -18924.000       0.031565       0.029963       0.413833
  -18923.000       0.031615       0.031589       0.416189
  -18922.000       0.031564       0.030678       0.418275
  -18921.000       0.031557       0.027474       0.420040
  -18920.000       0.031513       0.022178       0.421444
  -18919.000       0.031393       0.015230       0.422466
  -18918.000       0.031311       0.007226       0.423081
  -18917.000       0.031207      -0.001194       0.423279
  -18916.000       0.031027      -0.009530       0.423065
  -18915.000       0.030887      -0.016967       0.422441
  -18914.000       0.030709      -0.023120       0.421426
  -18913.000       0.030526      -0.027538       0.420049
  -18912.000       0.030319      -0.029846       0.418335
  -18911.000       0.030108      -0.029977       0.416326
  -18910.000       0.029956      -0.027969       0.414071
  -18909.000       0.029684      -0.023891       0.411615
  -18908.000       0.029516      -0.018163       0.409017
  -18907.000       0.029345      -0.011204       0.406338
  -18906.000       0.029117      -0.003455       0.403635
  -18905.000       0.028948       0.004433       0.400971
  -18904.000       0.028811       0.011889       0.398412
  -18903.000       0.028606       0.018436       0.396011
  -18902.000       0.028505       0.023567       0.393830
  -18901.000       0.028330       0.026851       0.391918
  -18900.000       0.028259       0.028226       0.390319
  -18899.000       0.028132       0.027424       0.389072
  -18898.000       0.028028       0.024625       0.388208
  -18897.000       0.028033       0.020057       0.387739
  -18896.000       0.027932       0.013997       0.387677
  -18895.000       0.027909       0.006930       0.388019
  -18894.000       0.027945      -0.000579       0.388750
  -18893.000       0.027926      -0.008065       0.389847
  -18892.000       0.027947      -0.014959       0.391283
  -18891.000       0.028023      -0.020732       0.393015
  -18890.000       0.028058      -0.025061       0.395003
  -18889.000       0.028152      -0.027599       0.397202
  -18888.000       0.028222      -0.028156       0.399558
  -18887.000       0.028347      -0.026762       0.402022
  -18886.000       0.028481      -0.023468       0.404541
  -18885.000       0.028551      -0.018484       0.407060
  -18884.000       0.028771      -0.012222       0.409527
  -18883.000       0.028894      -0.005036       0.411892
  -18882.000       0.029040       0.002574       0.414100
  -18881.000       0.029247       0.010046       0.416110
  -18880.000       0.029436       0.016952       0.417876
  -18879.000       0.029579       0.022732       0.419360
  -18878.000       0.029824       0.027059       0.420530
  -18877.000       0.029992       0.029555       0.421364
  -18876.000       0.030212       0.030087       0.421835
  -18875.000       0.030398       0.028535       0.421938
  -18874.000       0.030609       0.025007       0.421667
  -18873.000       0.030836       0.019699       0.421023
  -18872.000       0.031016       0.012952       0.420019
  -18871.000       0.031226       0.005172       0.418677
  -18870.000       0.031489      -0.003060       0.417016
  -18869.000       0.031636      -0.011254       0.415079
  -18868.000       0.031891      -0.018755       0.412902
  -18867.000       0.032120      -0.025080       0.410531
  -18866.000       0.032309      -0.029687       0.408023
  -18865.000       0.032556      -0.032252       0.405433
  -18864.000       0.032773      -0.032486       0.402823
  -18863.000       0.033029      -0.030329       0.400261
  -18862.000       0.033238      -0.025892       0.397810
  -18861.000       0.033498      -0.019411       0.395536
  -18860.000       0.033773      -0.011318       0.393509
  -18859.000       0.034012      -0.002253       0.391783
  -18858.000       0.034269       0.007217       0.390411
  -18857.000       0.034616       0.016282       0.389440
  -18856.000       0.034853       0.024257       0.388896
  -18855.000       0.035181       0.030503       0.388797
  -18854.000       0.035526       0.034482       0.389152
  -18853.000       0.035829       0.035803       0.389942
  -18852.000       0.036199       0.034389       0.391147
  -18851.000       0.036527       0.030235       0.392730
  -18850.000       0.036931       0.023633       0.394638
  -18849.000       0.037276       0.015101       0.396814
  -18848.000       0.037653       0.005242       0.399197
  -18847.000       0.038087      -0.005248       0.401709
  -18846.000       0.038460      -0.015459       0.404281
  -18845.000       0.038852      -0.024740       0.406841
  -18844.000       0.039320      -0.032296       0.409314
  -18843.000       0.039697      -0.037536       0.411634
  -18842.000       0.040126      -0.040059       0.413744
  -18841.000       0.040560      -0.039626       0.415584
  -18840.000       0.040956      -0.036164       0.417112
  -18839.000       0.041403      -0.029940       0.418292
  -18838.000       0.041747      -0.021325       0.419096
  -18837.000       0.042210      -0.010926       0.419509
  -18836.000       0.042571       0.000534       0.419527
  -18835.000       0.042910       0.012139       0.419149
  -18834.000       0.043317       0.023099       0.418393
  -18833.000       0.043647       0.032478       0.417285
  -18832.000       0.043920       0.039473       0.415851
  -18831.000       0.044272       0.043594       0.414139
  -18830.000       0.044513       0.044267       0.412197
  -18829.000       0.044769       0.041451       0.410078
  -18828.000       0.044977       0.035253       0.407845
  -18827.000       0.045190       0.026107       0.405562
  -18826.000       0.045348       0.014629       0.403290
  -18825.000       0.045479       0.001908       0.401100
  -18824.000       0.045574      -0.011202       0.399052
  -18823.000       0.045695      -0.023423       0.397203
  -18822.000       0.045689      -0.033730       0.395609
  -18821.000       0.045705      -0.041191       0.394312
  -18820.000       0.045736      -0.045186       0.393346
  -18819.000       0.045601      -0.045160       0.392738
  -18818.000       0.045550      -0.041355       0.392497
  -18817.000       0.045402      -0.033960       0.392626
  -18816.000       0.045227      -0.023642       0.393112
  -18815.000       0.045012      -0.011494       0.393931
  -18814.000       0.044738       0.001525       0.395053
  -18813.000       0.044490       0.014267       0.396441
  -18812.000       0.044123       0.025482       0.398045
  -18811.000       0.043741       0.034418       0.399819
  -18810.000       0.043394       0.040330       0.401711
  -18809.000       0.042910       0.042733       0.403664
  -18808.000       0.042427       0.041630       0.405631
  -18807.000       0.041968       0.037297       0.407558
  -18806.000       0.041381       0.029992       0.409398
  -18805.000       0.040844       0.020679       0.411109
  -18804.000       0.040209       0.010035       0.412653
  -18803.000       0.039632      -0.001051       0.413995
  -18802.000       0.038970      -0.011636       0.415112
  -18801.000       0.038280      -0.020894       0.415982
  -18800.000       0.037672      -0.028377       0.416588
  -18799.000       0.036935      -0.033325       0.416923
  -18798.000       0.036253      -0.035710       0.416981
  -18797.000       0.035583      -0.035416       0.416761
  -18796.000       0.034876      -0.032551       0.416272
  -18795.000       0.034183      -0.027488       0.415521
  -18794.000       0.033513      -0.020747       0.414524
  -18793.000       0.032834      -0.012798       0.413301
  -18792.000       0.032195      -0.004285       0.411879
  -18791.000       0.031507       0.004065       0.410283
  -18790.000       0.030922       0.011886       0.408553
  -18789.000       0.030305       0.018527       0.406721
  -18788.000       0.029700       0.023618       0.404828
  -18787.000       0.029164       0.026979       0.402915
  -18786.000       0.028678       0.028440       0.401025
  -18785.000       0.028120       0.027876       0.399197
  -18784.000       0.027745       0.025661       0.397476
  -18783.000       0.027317       0.021755       0.395898
  -18782.000       0.026943       0.016570       0.394501
  -18781.000       0.026648       0.010510       0.393321
  -18780.000       0.026366       0.003896       0.392388
  -18779.000       0.026150      -0.002904       0.391729
  -18778.000       0.025967      -0.009298       0.391370
  -18777.000       0.025834      -0.015110       0.391325
  -18776.000       0.025793      -0.019922       0.391606
  -18775.000       0.025726      -0.023375       0.392219
  -18774.000       0.025746      -0.025362       0.393156
  -18773.000       0.025876      -0.025782       0.394407
  -18772.000       0.025902      -0.024383       0.395950
  -18771.000       0.026103      -0.021512       0.397756
  -18770.000       0.026299      -0.017144       0.399782
  -18769.000       0.026477      -0.011525       0.401987
  -18768.000       0.026764      -0.005089       0.404314
  -18767.000       0.027011       0.001788       0.406707
  -18766.000       0.027333       0.008810       0.409111
  -18765.000       0.027624       0.015269       0.411464
  -18764.000       0.027948       0.020909       0.413707
  -18763.000       0.028317       0.025313       0.415791
  -18762.000       0.028646       0.028040       0.417659
  -18761.000       0.028961       0.028917       0.419267
  -18760.000       0.029403       0.027963       0.420576
  -18759.000       0.029685       0.024896       0.421545
  -18758.000       0.030057       0.020128       0.422147
  -18757.000       0.030439       0.013870       0.422363
  -18756.000       0.030768       0.006388       0.422173
  -18755.000       0.031113      -0.001687       0.421574
  -18754.000       0.031472      -0.009796       0.420572
  -18753.000       0.031814      -0.017554       0.419176
  -18752.000       0.032155      -0.024146       0.417413
  -18751.000       0.032459      -0.029181       0.415319
  -18750.000       0.032826      -0.032276       0.412933
  -18749.000       0.033132      -0.033004       0.410313
  -18748.000       0.033415      -0.031268       0.407522
  -18747.000       0.033780      -0.027188       0.404625
  -18746.000       0.034056      -0.020854       0.401701
  -18745.000       0.034357      -0.012718       0.398827
  -18744.000       0.034666      -0.003479       0.396080
  -18743.000       0.034968       0.006365       0.393543
  -18742.000       0.035242       0.015873       0.391291
  -18741.000       0.035530       0.024260       0.389382
  -18740.000       0.035794       0.030854       0.387886
  -18739.000       0.036097       0.035035       0.386844
  -18738.000       0.036290       0.036253       0.386285
  -18737.000       0.036594       0.034564       0.386232
  -18736.000       0.036827       0.029861       0.386685
  -18735.000       0.037020       0.022585       0.387624
  -18734.000       0.037280       0.013336       0.389026
  -18733.000       0.037479       0.002893       0.390841
  -18732.000       0.037675      -0.007966       0.393010
  -18731.000       0.037856      -0.018149       0.395472
  -18730.000       0.038041      -0.026935       0.398148
  -18729.000       0.038197      -0.033595       0.400957
  -18728.000       0.038322      -0.037460       0.403830
  -18727.000       0.038443      -0.038341       0.406678
  -18726.000       0.038588      -0.036160       0.409431
  -18725.000       0.038623      -0.030999       0.412025
  -18724.000       0.038704      -0.023400       0.414394
  -18723.000       0.038804      -0.013945       0.416485
  -18722.000       0.038762      -0.003326       0.418262
  -18721.000       0.038821       0.007538       0.419683
  -18720.000       0.038781       0.017742       0.420726
  -18719.000       0.038743       0.026637       0.421380
  -18718.000       0.038663       0.033315       0.421633
  -18717.000       0.038549       0.037344       0.421493
  -18716.000       0.038429       0.038407       0.420977
  -18715.000       0.038262       0.036370       0.420102
  -18714.000       0.038020       0.031351       0.418903
  -18713.000       0.037876       0.023952       0.417419
  -18712.000       0.037564       0.014517       0.415689
  -18711.000       0.037278       0.004048       0.413765
  -18710.000       0.037000      -0.006606       0.411699
  -18709.000       0.036612      -0.016626       0.409540
  -18708.000       0.036224      -0.025044       0.407342
  -18707.000       0.035799      -0.031140       0.405160
  -18706.000       0.035338      -0.034490       0.403038
  -18705.000       0.034838      -0.034740       0.401028
  -18704.000       0.034266      -0.031926       0.399172
  -18703.000       0.033721      -0.026452       0.397508
  -18702.000       0.033104      -0.018774       0.396070
  -18701.000       0.032392      -0.009714       0.394882
  -18700.000       0.031767      -0.000169       0.393963
  -18699.000       0.030989       0.008986       0.393327
  -18698.000       0.030230       0.016939       0.392975
  -18697.000       0.029421       0.022926       0.392904
  -18696.000       0.028599       0.026580       0.393105
  -18695.000       0.027724       0.027643       0.393562
  -18694.000       0.026812       0.026172       0.394255
  -18693.000       0.025907       0.022508       0.395160
  -18692.000       0.024962       0.017120       0.396251
  -18691.000       0.023952       0.010657       0.397497
  -18690.000       0.022976       0.003785       0.398871
  -18689.000       0.021982      -0.002774       0.400342
  -18688.000       0.020897      -0.008510       0.401880
  -18687.000       0.019891      -0.012946       0.403454
  -18686.000       0.018822      -0.015787       0.405037
  -18685.000       0.017756      -0.017026       0.406595
  -18684.000       0.016680      -0.016680       0.408103
  -18683.000       0.015584      -0.015019       0.409528
  -18682.000       0.014549      -0.012404       0.410845
  -18681.000       0.013402      -0.009183       0.412027
  -18680.000       0.012339      -0.005785       0.413053
  -18679.000       0.011288      -0.002577       0.413898
  -18678.000       0.010189       0.000195       0.414551
  -18677.000       0.009134       0.002332       0.414996
  -18676.000       0.008202       0.003781       0.415225
  -18675.000       0.007172       0.004563       0.415231
  -18674.000       0.006348       0.004829       0.415015
  -18673.000       0.005595       0.004733       0.414572
  -18672.000       0.004990       0.004493       0.413911
  -18671.000       0.004643       0.004309       0.413037
  -18670.000       0.004543       0.004285       0.411961
  -18669.000       0.004713       0.004540       0.410701
  -18668.000       0.005145       0.005060       0.409279
  -18667.000       0.005713       0.005702       0.407722
  -18666.000       0.006443       0.006396       0.406068
  -18665.000       0.007188       0.006844       0.404355
  -18664.000       0.008027       0.006920       0.402627
  -18663.000       0.008864       0.006327       0.400938
  -18662.000       0.009713       0.005052       0.399334
  -18661.000       0.010511       0.002942       0.397866
  -18660.000       0.011427       0.000157       0.396583
  -18659.000       0.012174      -0.003167       0.395526
  -18658.000       0.012983      -0.006716       0.394732
  -18657.000       0.013805      -0.010162       0.394236
  -18656.000       0.014514      -0.013037       0.394054
  -18655.000       0.015255      -0.015050       0.394201
  -18654.000       0.015953      -0.015832       0.394682
  -18653.000       0.016620      -0.015185       0.395486
  -18652.000       0.017260      -0.013085       0.396597
  -18651.000       0.017828      -0.009606       0.397990
  -18650.000       0.018431      -0.004996       0.399622
  -18649.000       0.018958       0.000339       0.401450
  -18648.000       0.019395       0.005915       0.403422
  -18647.000       0.019936       0.011275       0.405475
  -18646.000       0.020324       0.015837       0.407550
  -18645.000       0.020699       0.019163       0.409583
  -18644.000       0.021120       0.021018       0.411507
  -18643.000       0.021409       0.021021       0.413266
  -18642.000       0.021755       0.019291       0.414803
  -18641.000       0.021995       0.015851       0.416069
  -18640.000       0.022276       0.011007       0.417026
  -18639.000       0.022494       0.005103       0.417644
  -18638.000       0.022661      -0.001258       0.417900
  -18637.000       0.022832      -0.007700       0.417787
  -18636.000       0.023001      -0.013537       0.417303
  -18635.000       0.023053      -0.018310       0.416456
  -18634.000       0.023161      -0.021619       0.415269
  -18633.000       0.023232      -0.023159       0.413770
  -18632.000       0.023225      -0.022706       0.411993
  -18631.000       0.023237      -0.020399       0.409990
  -18630.000       0.023206      -0.016341       0.407814
  -18629.000       0.023152      -0.010819       0.405525
  -18628.000       0.023046      -0.004496       0.403196
  -18627.000       0.022934       0.002302       0.400894
  -18626.000       0.022833       0.008814       0.398694
  -18625.000       0.022643       0.014484       0.396667
  -18624.000       0.022454       0.018809       0.394874
  -18623.000       0.022325       0.021462       0.393377
  -18622.000       0.022036       0.022030       0.392225
  -18621.000       0.021838       0.020702       0.391447
  -18620.000       0.021556       0.017493       0.391071
  -18619.000       0.021291       0.012753       0.391104
  -18618.000       0.020972       0.007016       0.391537
  -18617.000       0.020625       0.000830       0.392357
  -18616.000       0.020311      -0.005306       0.393534
  -18615.000       0.019918      -0.010651       0.395022
  -18614.000       0.019498      -0.014860       0.396780
  -18613.000       0.019145      -0.017599       0.398747
  -18612.000       0.018669      -0.018570       0.400860
  -18611.000       0.018206      -0.017854       0.403062
  -18610.000       0.017766      -0.015637       0.405286
  -18609.000       0.017225      -0.012054       0.407467
  -18608.000       0.016739      -0.007665       0.409552
  -18607.000       0.016150      -0.002859       0.411487
  -18606.000       0.015615       0.001910       0.413224
  -18605.000       0.015044       0.006212       0.414733
  -18604.000       0.014369       0.009524       0.415979
  -18603.000       0.013821       0.011847       0.416943
  -18602.000       0.013148       0.012784       0.417618
  -18601.000       0.012462       0.012429       0.417995
  -18600.000       0.011810       0.010956       0.418077
  -18599.000       0.011121       0.008525       0.417881
  -18598.000       0.010388       0.005422       0.417413
  -18597.000       0.009692       0.002219       0.416698
  -18596.000       0.008950      -0.000946       0.415759
  -18595.000       0.008256      -0.003573       0.414620
  -18594.000       0.007492      -0.005362       0.413309
  -18593.000       0.006792      -0.006242       0.411861
  -18592.000       0.006140      -0.006139       0.410303
  -18591.000       0.005442      -0.005023       0.408672
  -18590.000       0.004918      -0.003279       0.407003
  -18589.000       0.004444      -0.001121       0.405326
  -18588.000       0.004233       0.001166       0.403675
  -18587.000       0.004164       0.003029       0.402081
  -18586.000       0.004360       0.004252       0.400568
  -18585.000       0.004846       0.004652       0.399158
  -18584.000       0.005403       0.003931       0.397872
  -18583.000       0.006140       0.002246       0.396724
  -18582.000       0.006952      -0.000166       0.395728
  -18581.000       0.007852      -0.003193       0.394898
  -18580.000       0.008781      -0.006210       0.394242
  -18579.000       0.009716      -0.008844       0.393772
  -18578.000       0.010722      -0.010689       0.393499
  -18577.000       0.011742      -0.011338       0.393429
  -18576.000       0.012679      -0.010450       0.393570
  -18575.000       0.013747      -0.008220       0.393925
  -18574.000       0.014731      -0.004498       0.394494
  -18573.000       0.015737       0.000263       0.395270
  -18572.000       0.016736       0.005555       0.396249
  -18571.000       0.017726       0.010847       0.397414
  -18570.000       0.018767       0.015585       0.398751
  -18569.000       0.019679       0.018934       0.400240
  -18568.000       0.020694       0.020679       0.401857
  -18567.000       0.021669       0.020336       0.403575
  -18566.000       0.022552       0.017771       0.405368
  -18565.000       0.023521       0.013227       0.407200
  -18564.000       0.024403       0.007000       0.409040
  -18563.000       0.025265      -0.000449       0.410849
  -18562.000       0.026115      -0.008263       0.412587
  -18561.000       0.026905      -0.015747       0.414211
  -18560.000       0.027723      -0.022216       0.415685
  -18559.000       0.028453      -0.026823       0.416963
  -18558.000       0.029118      -0.029096       0.418007
  -18557.000       0.029895      -0.028883       0.418790
  -18556.000       0.030446      -0.025777       0.419276
  -18555.000       0.031076      -0.020273       0.419445
  -18554.000       0.031660      -0.012691       0.419287
  -18553.000       0.032162      -0.003627       0.418791
  -18552.000       0.032662       0.006055       0.417964
  -18551.000       0.033095       0.015372       0.416818
  -18550.000       0.033545       0.023702       0.415369
  -18549.000       0.033894       0.029936       0.413649
  -18548.000       0.034219       0.033613       0.411695
  -18547.000       0.034538       0.034321       0.409546
  -18546.000       0.034771       0.031854       0.407258
  -18545.000       0.034945       0.026399       0.404888
  -18544.000       0.035132       0.018506       0.402492
  -18543.000       0.035224       0.008792       0.400145
  -18542.000       0.035274      -0.001863       0.397912
  -18541.000       0.035270      -0.012260       0.395861
  -18540.000       0.035267      -0.021648       0.394061
  -18539.000       0.035147      -0.028929       0.392573
  -18538.000       0.035029      -0.033466       0.391440
  -18537.000       0.034840      -0.034839       0.390706
  -18536.000       0.034671      -0.032993       0.390391
  -18535.000       0.034356      -0.027993       0.390502
  -18534.000       0.034101      -0.020588       0.391035
  -18533.000       0.033808      -0.011398       0.391966
  -18532.000       0.033395      -0.001360       0.393257
  -18531.000       0.033062       0.008509       0.394869
  -18530.000       0.032617       0.017310       0.396741
  -18529.000       0.032188       0.024374       0.398811
  -18528.000       0.031702       0.028992       0.401018
  -18527.000       0.031175       0.030941       0.403287
  -18526.000       0.030698       0.030249       0.405548
  -18525.000       0.030078       0.026940       0.407740
  -18524.000       0.029494       0.021587       0.409792
  -18523.000       0.028951       0.014754       0.411648
  -18522.000       0.028242       0.006956       0.413263
  -18521.000       0.027601      -0.000924       0.414591
  -18520.000       0.026958      -0.008336       0.415605
  -18519.000       0.026196      -0.014700       0.416286
  -18518.000       0.025522      -0.019565       0.416624
  -18517.000       0.024718      -0.022565       0.416626
  -18516.000       0.024011      -0.023766       0.416306
  -18515.000       0.023207      -0.023005       0.415683
  -18514.000       0.022407      -0.020595       0.414791
  -18513.000       0.021670      -0.016847       0.413667
  -18512.000       0.020849      -0.012125       0.412352
  -18511.000       0.020055      -0.006838       0.410897
  -18510.000       0.019305      -0.001581       0.409349
  -18509.000       0.018520       0.003440       0.407757
  -18508.000       0.017736       0.007751       0.406175
  -18507.000       0.017007       0.011093       0.404648
  -18506.000       0.016267       0.013436       0.403221
  -18505.000       0.015547       0.014640       0.401937
  -18504.000       0.014843       0.014773       0.400826
  -18503.000       0.014197       0.014030       0.399916
  -18502.000       0.013564       0.012542       0.399226
  -18501.000       0.012953       0.010497       0.398762
  -18500.000       0.012432       0.008173       0.398524
  -18499.000       0.011983       0.005696       0.398503
  -18498.000       0.011495       0.003183       0.398681
  -18497.000       0.011247       0.000822       0.399034
  -18496.000       0.010963      -0.001424       0.399535
  -18495.000       0.010811      -0.003515       0.400151
  -18494.000       0.010790      -0.005400       0.400854
  -18493.000       0.010850      -0.007155       0.401614
  -18492.000       0.010995      -0.008751       0.402403
  -18491.000       0.011298      -0.010144       0.403201
  -18490.000       0.011650      -0.011291       0.403985
  -18489.000       0.012129      -0.012120       0.404739
  -18488.000       0.012654      -0.012460       0.405449
  -18487.000       0.013292      -0.012245       0.406105
  -18486.000       0.013997      -0.011310       0.406696
  -18485.000       0.014709      -0.009575       0.407220
  -18484.000       0.015541      -0.006973       0.407669
  -18483.000       0.016405      -0.003597       0.408046
  -18482.000       0.017273       0.000532       0.408352
  -18481.000       0.018204       0.005123       0.408591
  -18480.000       0.019216       0.009919       0.408769
  -18479.000       0.020139       0.014557       0.408892
  -18478.000       0.021185       0.018577       0.408962
  -18477.000       0.022209       0.021613       0.408987
  -18476.000       0.023223       0.023205       0.408966
  -18475.000       0.024278       0.023114       0.408899
  -18474.000       0.025300       0.021085       0.408783
  -18473.000       0.026400       0.017133       0.408612
  -18472.000       0.027386       0.011399       0.408380
  -18471.000       0.028448       0.004193       0.408079
  -18470.000       0.029529      -0.003943       0.407702
  -18469.000       0.030517      -0.012381       0.407243
  -18468.000       0.031553      -0.020395       0.406701
  -18467.000       0.032605      -0.027226       0.406074
  -18466.000       0.033561      -0.032124       0.405369
  -18465.000       0.034595      -0.034594       0.404597
  -18464.000       0.035525      -0.034104       0.403769
  -18463.000       0.036538      -0.030623       0.402905
  -18462.000       0.037439      -0.024180       0.402026
  -18461.000       0.038355      -0.015262       0.401156
  -18460.000       0.039297      -0.004442       0.400326
  -18459.000       0.040124       0.007236       0.399562
  -18458.000       0.040965       0.018878       0.398894
  -18457.000       0.041815       0.029262       0.398354
  -18456.000       0.042549       0.037409       0.397971
  -18455.000       0.043305       0.042462       0.397770
  -18454.000       0.043993       0.043769       0.397778
  -18453.000       0.044664       0.041110       0.398010
  -18452.000       0.045287       0.034568       0.398478
  -18451.000       0.045815       0.024688       0.399185
  -18450.000       0.046410       0.012267       0.400122
  -18449.000       0.046864      -0.001531       0.401273
  -18448.000       0.047295      -0.015449       0.402611
  -18447.000       0.047709      -0.028208       0.404099
  -18446.000       0.048074      -0.038590       0.405698
  -18445.000       0.048339      -0.045584       0.407361
  -18444.000       0.048630      -0.048586       0.409036
  -18443.000       0.048854      -0.047262       0.410674
  -18442.000       0.048984      -0.041683       0.412225
  -18441.000       0.049146      -0.032504       0.413638
  -18440.000       0.049174      -0.020351       0.414873
  -18439.000       0.049227      -0.006482       0.415882
  -18438.000       0.049152       0.007940       0.416628
  -18437.000       0.049056       0.021600       0.417084
  -18436.000       0.048959       0.033353       0.417221
  -18435.000       0.048681       0.042056       0.417028
  -18434.000       0.048449       0.047125       0.416500
  -18433.000       0.048148       0.048067       0.415639
  -18432.000       0.047741       0.044788       0.414464
  -18431.000       0.047321       0.037772       0.413004
  -18430.000       0.046826       0.027567       0.411293
  -18429.000       0.046297       0.015128       0.409379
  -18428.000       0.045706       0.001707       0.407318
  -18427.000       0.045018      -0.011580       0.405167
  -18426.000       0.044423      -0.023548       0.402991
  -18425.000       0.043608      -0.032992       0.400856
  -18424.000       0.042887      -0.039288       0.398822
  -18423.000       0.042111      -0.041846       0.396955
  -18422.000       0.041251      -0.040512       0.395312
  -18421.000       0.040411      -0.035627       0.393936
  -18420.000       0.039508      -0.027767       0.392874
  -18419.000       0.038600      -0.017698       0.392158
  -18418.000       0.037645      -0.006581       0.391801
